,region,contents,year,value
2160,Eidfjord,"Rooms, total (number)",2019,
2161,Eidfjord,Private rooms (number),2019,
2162,Eidfjord,Rooms for two or more (number),2019,
2163,Eidfjord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2164,Eidfjord,Share of single rooms (per cent),2019,
2165,Eidfjord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2166,Ulvik,"Rooms, total (number)",2019,
2167,Ulvik,Private rooms (number),2019,
2168,Ulvik,Rooms for two or more (number),2019,
2169,Ulvik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2170,Ulvik,Share of single rooms (per cent),2019,
2171,Ulvik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2172,Voss,"Rooms, total (number)",2019,
2173,Voss,Private rooms (number),2019,
2174,Voss,Rooms for two or more (number),2019,
2175,Voss,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2176,Voss,Share of single rooms (per cent),2019,
2177,Voss,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2178,Kvam,"Rooms, total (number)",2019,
2179,Kvam,Private rooms (number),2019,
2180,Kvam,Rooms for two or more (number),2019,
2181,Kvam,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2182,Kvam,Share of single rooms (per cent),2019,
2183,Kvam,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2184,Samnanger,"Rooms, total (number)",2019,
2185,Samnanger,Private rooms (number),2019,
2186,Samnanger,Rooms for two or more (number),2019,
2187,Samnanger,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2188,Samnanger,Share of single rooms (per cent),2019,
2189,Samnanger,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2190,Bjørnafjorden,"Rooms, total (number)",2019,
2191,Bjørnafjorden,Private rooms (number),2019,
2192,Bjørnafjorden,Rooms for two or more (number),2019,
2193,Bjørnafjorden,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2194,Bjørnafjorden,Share of single rooms (per cent),2019,
2195,Bjørnafjorden,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2196,Austevoll,"Rooms, total (number)",2019,
2197,Austevoll,Private rooms (number),2019,
2198,Austevoll,Rooms for two or more (number),2019,
2199,Austevoll,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2200,Austevoll,Share of single rooms (per cent),2019,
2201,Austevoll,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2202,Øygarden,"Rooms, total (number)",2019,
2203,Øygarden,Private rooms (number),2019,
2204,Øygarden,Rooms for two or more (number),2019,
2205,Øygarden,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2206,Øygarden,Share of single rooms (per cent),2019,
2207,Øygarden,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2208,Askøy,"Rooms, total (number)",2019,
2209,Askøy,Private rooms (number),2019,
2210,Askøy,Rooms for two or more (number),2019,
2211,Askøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2212,Askøy,Share of single rooms (per cent),2019,
2213,Askøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2214,Vaksdal,"Rooms, total (number)",2019,
2215,Vaksdal,Private rooms (number),2019,
2216,Vaksdal,Rooms for two or more (number),2019,
2217,Vaksdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2218,Vaksdal,Share of single rooms (per cent),2019,
2219,Vaksdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2220,Modalen,"Rooms, total (number)",2019,
2221,Modalen,Private rooms (number),2019,
2222,Modalen,Rooms for two or more (number),2019,
2223,Modalen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2224,Modalen,Share of single rooms (per cent),2019,
2225,Modalen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2226,Osterøy,"Rooms, total (number)",2019,
2227,Osterøy,Private rooms (number),2019,
2228,Osterøy,Rooms for two or more (number),2019,
2229,Osterøy,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2230,Osterøy,Share of single rooms (per cent),2019,
2231,Osterøy,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2232,Alver,"Rooms, total (number)",2019,
2233,Alver,Private rooms (number),2019,
2234,Alver,Rooms for two or more (number),2019,
2235,Alver,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2236,Alver,Share of single rooms (per cent),2019,
2237,Alver,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2238,Austrheim,"Rooms, total (number)",2019,
2239,Austrheim,Private rooms (number),2019,
2240,Austrheim,Rooms for two or more (number),2019,
2241,Austrheim,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2242,Austrheim,Share of single rooms (per cent),2019,
2243,Austrheim,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2244,Fedje,"Rooms, total (number)",2019,
2245,Fedje,Private rooms (number),2019,
2246,Fedje,Rooms for two or more (number),2019,
2247,Fedje,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2248,Fedje,Share of single rooms (per cent),2019,
2249,Fedje,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2250,Masfjorden,"Rooms, total (number)",2019,
2251,Masfjorden,Private rooms (number),2019,
2252,Masfjorden,Rooms for two or more (number),2019,
2253,Masfjorden,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2254,Masfjorden,Share of single rooms (per cent),2019,
2255,Masfjorden,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2256,Gulen,"Rooms, total (number)",2019,
2257,Gulen,Private rooms (number),2019,
2258,Gulen,Rooms for two or more (number),2019,
2259,Gulen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2260,Gulen,Share of single rooms (per cent),2019,
2261,Gulen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2262,Solund,"Rooms, total (number)",2019,
2263,Solund,Private rooms (number),2019,
2264,Solund,Rooms for two or more (number),2019,
2265,Solund,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2266,Solund,Share of single rooms (per cent),2019,
2267,Solund,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2268,Hyllestad,"Rooms, total (number)",2019,
2269,Hyllestad,Private rooms (number),2019,
2270,Hyllestad,Rooms for two or more (number),2019,
2271,Hyllestad,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2272,Hyllestad,Share of single rooms (per cent),2019,
2273,Hyllestad,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2274,Høyanger,"Rooms, total (number)",2019,
2275,Høyanger,Private rooms (number),2019,
2276,Høyanger,Rooms for two or more (number),2019,
2277,Høyanger,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2278,Høyanger,Share of single rooms (per cent),2019,
2279,Høyanger,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2280,Vik,"Rooms, total (number)",2019,
2281,Vik,Private rooms (number),2019,
2282,Vik,Rooms for two or more (number),2019,
2283,Vik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2284,Vik,Share of single rooms (per cent),2019,
2285,Vik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2286,Sogndal,"Rooms, total (number)",2019,
2287,Sogndal,Private rooms (number),2019,
2288,Sogndal,Rooms for two or more (number),2019,
2289,Sogndal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2290,Sogndal,Share of single rooms (per cent),2019,
2291,Sogndal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2292,Aurland,"Rooms, total (number)",2019,
2293,Aurland,Private rooms (number),2019,
2294,Aurland,Rooms for two or more (number),2019,
2295,Aurland,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2296,Aurland,Share of single rooms (per cent),2019,
2297,Aurland,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2298,Lærdal,"Rooms, total (number)",2019,
2299,Lærdal,Private rooms (number),2019,
2300,Lærdal,Rooms for two or more (number),2019,
2301,Lærdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2302,Lærdal,Share of single rooms (per cent),2019,
2303,Lærdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2304,Årdal,"Rooms, total (number)",2019,
2305,Årdal,Private rooms (number),2019,
2306,Årdal,Rooms for two or more (number),2019,
2307,Årdal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2308,Årdal,Share of single rooms (per cent),2019,
2309,Årdal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2310,Luster,"Rooms, total (number)",2019,
2311,Luster,Private rooms (number),2019,
2312,Luster,Rooms for two or more (number),2019,
2313,Luster,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2314,Luster,Share of single rooms (per cent),2019,
2315,Luster,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2316,Askvoll,"Rooms, total (number)",2019,
2317,Askvoll,Private rooms (number),2019,
2318,Askvoll,Rooms for two or more (number),2019,
2319,Askvoll,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2320,Askvoll,Share of single rooms (per cent),2019,
2321,Askvoll,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2322,Fjaler,"Rooms, total (number)",2019,
2323,Fjaler,Private rooms (number),2019,
2324,Fjaler,Rooms for two or more (number),2019,
2325,Fjaler,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2326,Fjaler,Share of single rooms (per cent),2019,
2327,Fjaler,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2328,Sunnfjord,"Rooms, total (number)",2019,
2329,Sunnfjord,Private rooms (number),2019,
2330,Sunnfjord,Rooms for two or more (number),2019,
2331,Sunnfjord,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2332,Sunnfjord,Share of single rooms (per cent),2019,
2333,Sunnfjord,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2334,Bremanger,"Rooms, total (number)",2019,
2335,Bremanger,Private rooms (number),2019,
2336,Bremanger,Rooms for two or more (number),2019,
2337,Bremanger,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2338,Bremanger,Share of single rooms (per cent),2019,
2339,Bremanger,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2340,Stad,"Rooms, total (number)",2019,
2341,Stad,Private rooms (number),2019,
2342,Stad,Rooms for two or more (number),2019,
2343,Stad,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2344,Stad,Share of single rooms (per cent),2019,
2345,Stad,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2346,Gloppen,"Rooms, total (number)",2019,
2347,Gloppen,Private rooms (number),2019,
2348,Gloppen,Rooms for two or more (number),2019,
2349,Gloppen,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2350,Gloppen,Share of single rooms (per cent),2019,
2351,Gloppen,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2352,Stryn,"Rooms, total (number)",2019,
2353,Stryn,Private rooms (number),2019,
2354,Stryn,Rooms for two or more (number),2019,
2355,Stryn,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
2356,Stryn,Share of single rooms (per cent),2019,
2357,Stryn,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
2358,Bergen (-2019),"Rooms, total (number)",2019,2456.0
2359,Bergen (-2019),Private rooms (number),2019,2402.0
2360,Bergen (-2019),Rooms for two or more (number),2019,54.0
2361,Bergen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,2294.0
2362,Bergen (-2019),Share of single rooms (per cent),2019,97.8
2363,Bergen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.4
2364,Etne (-2019),"Rooms, total (number)",2019,30.0
2365,Etne (-2019),Private rooms (number),2019,30.0
2366,Etne (-2019),Rooms for two or more (number),2019,0.0
2367,Etne (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,30.0
2368,Etne (-2019),Share of single rooms (per cent),2019,100.0
2369,Etne (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2370,Sveio (-2019),"Rooms, total (number)",2019,47.0
2371,Sveio (-2019),Private rooms (number),2019,47.0
2372,Sveio (-2019),Rooms for two or more (number),2019,0.0
2373,Sveio (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,47.0
2374,Sveio (-2019),Share of single rooms (per cent),2019,100.0
2375,Sveio (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2376,Bømlo (-2019),"Rooms, total (number)",2019,99.0
2377,Bømlo (-2019),Private rooms (number),2019,99.0
2378,Bømlo (-2019),Rooms for two or more (number),2019,0.0
2379,Bømlo (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,99.0
2380,Bømlo (-2019),Share of single rooms (per cent),2019,100.0
2381,Bømlo (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2382,Stord (-2019),"Rooms, total (number)",2019,99.0
2383,Stord (-2019),Private rooms (number),2019,99.0
2384,Stord (-2019),Rooms for two or more (number),2019,0.0
2385,Stord (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,99.0
2386,Stord (-2019),Share of single rooms (per cent),2019,100.0
2387,Stord (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2388,Fitjar (-2019),"Rooms, total (number)",2019,22.0
2389,Fitjar (-2019),Private rooms (number),2019,22.0
2390,Fitjar (-2019),Rooms for two or more (number),2019,0.0
2391,Fitjar (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,22.0
2392,Fitjar (-2019),Share of single rooms (per cent),2019,100.0
2393,Fitjar (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2394,Tysnes (-2019),"Rooms, total (number)",2019,29.0
2395,Tysnes (-2019),Private rooms (number),2019,29.0
2396,Tysnes (-2019),Rooms for two or more (number),2019,0.0
2397,Tysnes (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,29.0
2398,Tysnes (-2019),Share of single rooms (per cent),2019,100.0
2399,Tysnes (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2400,Kvinnherad (-2019),"Rooms, total (number)",2019,120.0
2401,Kvinnherad (-2019),Private rooms (number),2019,115.0
2402,Kvinnherad (-2019),Rooms for two or more (number),2019,5.0
2403,Kvinnherad (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,115.0
2404,Kvinnherad (-2019),Share of single rooms (per cent),2019,95.8
2405,Kvinnherad (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.8
2406,Jondal (-2019),"Rooms, total (number)",2019,19.0
2407,Jondal (-2019),Private rooms (number),2019,19.0
2408,Jondal (-2019),Rooms for two or more (number),2019,0.0
2409,Jondal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,19.0
2410,Jondal (-2019),Share of single rooms (per cent),2019,100.0
2411,Jondal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2412,Odda (-2019),"Rooms, total (number)",2019,63.0
2413,Odda (-2019),Private rooms (number),2019,63.0
2414,Odda (-2019),Rooms for two or more (number),2019,0.0
2415,Odda (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,53.0
2416,Odda (-2019),Share of single rooms (per cent),2019,100.0
2417,Odda (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,84.1
2418,Ullensvang (-2019),"Rooms, total (number)",2019,52.0
2419,Ullensvang (-2019),Private rooms (number),2019,52.0
2420,Ullensvang (-2019),Rooms for two or more (number),2019,0.0
2421,Ullensvang (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,52.0
2422,Ullensvang (-2019),Share of single rooms (per cent),2019,100.0
2423,Ullensvang (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2424,Eidfjord (-2019),"Rooms, total (number)",2019,20.0
2425,Eidfjord (-2019),Private rooms (number),2019,20.0
2426,Eidfjord (-2019),Rooms for two or more (number),2019,0.0
2427,Eidfjord (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,20.0
2428,Eidfjord (-2019),Share of single rooms (per cent),2019,100.0
2429,Eidfjord (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2430,Ulvik (-2019),"Rooms, total (number)",2019,18.0
2431,Ulvik (-2019),Private rooms (number),2019,18.0
2432,Ulvik (-2019),Rooms for two or more (number),2019,0.0
2433,Ulvik (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,18.0
2434,Ulvik (-2019),Share of single rooms (per cent),2019,100.0
2435,Ulvik (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2436,Granvin (-2019),"Rooms, total (number)",2019,14.0
2437,Granvin (-2019),Private rooms (number),2019,14.0
2438,Granvin (-2019),Rooms for two or more (number),2019,0.0
2439,Granvin (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,14.0
2440,Granvin (-2019),Share of single rooms (per cent),2019,100.0
2441,Granvin (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2442,Voss (-2019),"Rooms, total (number)",2019,183.0
2443,Voss (-2019),Private rooms (number),2019,181.0
2444,Voss (-2019),Rooms for two or more (number),2019,2.0
2445,Voss (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,181.0
2446,Voss (-2019),Share of single rooms (per cent),2019,98.9
2447,Voss (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.9
2448,Kvam (-2019),"Rooms, total (number)",2019,72.0
2449,Kvam (-2019),Private rooms (number),2019,72.0
2450,Kvam (-2019),Rooms for two or more (number),2019,0.0
2451,Kvam (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,71.0
2452,Kvam (-2019),Share of single rooms (per cent),2019,100.0
2453,Kvam (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.6
2454,Fusa (-2019),"Rooms, total (number)",2019,40.0
2455,Fusa (-2019),Private rooms (number),2019,40.0
2456,Fusa (-2019),Rooms for two or more (number),2019,0.0
2457,Fusa (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,40.0
2458,Fusa (-2019),Share of single rooms (per cent),2019,100.0
2459,Fusa (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2460,Samnanger (-2019),"Rooms, total (number)",2019,31.0
2461,Samnanger (-2019),Private rooms (number),2019,31.0
2462,Samnanger (-2019),Rooms for two or more (number),2019,0.0
2463,Samnanger (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,31.0
2464,Samnanger (-2019),Share of single rooms (per cent),2019,100.0
2465,Samnanger (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2466,Os (Hordaland) (-2019),"Rooms, total (number)",2019,72.0
2467,Os (Hordaland) (-2019),Private rooms (number),2019,72.0
2468,Os (Hordaland) (-2019),Rooms for two or more (number),2019,0.0
2469,Os (Hordaland) (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,72.0
2470,Os (Hordaland) (-2019),Share of single rooms (per cent),2019,100.0
2471,Os (Hordaland) (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2472,Austevoll (-2019),"Rooms, total (number)",2019,51.0
2473,Austevoll (-2019),Private rooms (number),2019,51.0
2474,Austevoll (-2019),Rooms for two or more (number),2019,0.0
2475,Austevoll (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,51.0
2476,Austevoll (-2019),Share of single rooms (per cent),2019,100.0
2477,Austevoll (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2478,Sund (-2019),"Rooms, total (number)",2019,42.0
2479,Sund (-2019),Private rooms (number),2019,40.0
2480,Sund (-2019),Rooms for two or more (number),2019,2.0
2481,Sund (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,40.0
2482,Sund (-2019),Share of single rooms (per cent),2019,95.2
2483,Sund (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.2
2484,Fjell (-2019),"Rooms, total (number)",2019,78.0
2485,Fjell (-2019),Private rooms (number),2019,75.0
2486,Fjell (-2019),Rooms for two or more (number),2019,3.0
2487,Fjell (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,73.0
2488,Fjell (-2019),Share of single rooms (per cent),2019,96.2
2489,Fjell (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,93.6
2490,Askøy (-2019),"Rooms, total (number)",2019,170.0
2491,Askøy (-2019),Private rooms (number),2019,170.0
2492,Askøy (-2019),Rooms for two or more (number),2019,0.0
2493,Askøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,170.0
2494,Askøy (-2019),Share of single rooms (per cent),2019,100.0
2495,Askøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2496,Vaksdal (-2019),"Rooms, total (number)",2019,72.0
2497,Vaksdal (-2019),Private rooms (number),2019,72.0
2498,Vaksdal (-2019),Rooms for two or more (number),2019,0.0
2499,Vaksdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,72.0
2500,Vaksdal (-2019),Share of single rooms (per cent),2019,100.0
2501,Vaksdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2502,Modalen (-2019),"Rooms, total (number)",2019,16.0
2503,Modalen (-2019),Private rooms (number),2019,16.0
2504,Modalen (-2019),Rooms for two or more (number),2019,0.0
2505,Modalen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,16.0
2506,Modalen (-2019),Share of single rooms (per cent),2019,100.0
2507,Modalen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2508,Osterøy (-2019),"Rooms, total (number)",2019,57.0
2509,Osterøy (-2019),Private rooms (number),2019,57.0
2510,Osterøy (-2019),Rooms for two or more (number),2019,0.0
2511,Osterøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,55.0
2512,Osterøy (-2019),Share of single rooms (per cent),2019,100.0
2513,Osterøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.5
2514,Meland (-2019),"Rooms, total (number)",2019,43.0
2515,Meland (-2019),Private rooms (number),2019,43.0
2516,Meland (-2019),Rooms for two or more (number),2019,0.0
2517,Meland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,43.0
2518,Meland (-2019),Share of single rooms (per cent),2019,100.0
2519,Meland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2520,Øygarden (-2019),"Rooms, total (number)",2019,50.0
2521,Øygarden (-2019),Private rooms (number),2019,50.0
2522,Øygarden (-2019),Rooms for two or more (number),2019,0.0
2523,Øygarden (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,48.0
2524,Øygarden (-2019),Share of single rooms (per cent),2019,100.0
2525,Øygarden (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.0
2526,Radøy (-2019),"Rooms, total (number)",2019,45.0
2527,Radøy (-2019),Private rooms (number),2019,43.0
2528,Radøy (-2019),Rooms for two or more (number),2019,2.0
2529,Radøy (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,43.0
2530,Radøy (-2019),Share of single rooms (per cent),2019,95.6
2531,Radøy (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.6
2532,Lindås (-2019),"Rooms, total (number)",2019,96.0
2533,Lindås (-2019),Private rooms (number),2019,94.0
2534,Lindås (-2019),Rooms for two or more (number),2019,2.0
2535,Lindås (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,94.0
2536,Lindås (-2019),Share of single rooms (per cent),2019,97.9
2537,Lindås (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,97.9
2538,Austrheim (-2019),"Rooms, total (number)",2019,28.0
2539,Austrheim (-2019),Private rooms (number),2019,28.0
2540,Austrheim (-2019),Rooms for two or more (number),2019,0.0
2541,Austrheim (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,28.0
2542,Austrheim (-2019),Share of single rooms (per cent),2019,100.0
2543,Austrheim (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2544,Fedje (-2019),"Rooms, total (number)",2019,12.0
2545,Fedje (-2019),Private rooms (number),2019,12.0
2546,Fedje (-2019),Rooms for two or more (number),2019,0.0
2547,Fedje (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,10.0
2548,Fedje (-2019),Share of single rooms (per cent),2019,100.0
2549,Fedje (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,83.3
2550,Masfjorden (-2019),"Rooms, total (number)",2019,31.0
2551,Masfjorden (-2019),Private rooms (number),2019,31.0
2552,Masfjorden (-2019),Rooms for two or more (number),2019,0.0
2553,Masfjorden (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,31.0
2554,Masfjorden (-2019),Share of single rooms (per cent),2019,100.0
2555,Masfjorden (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2556,Flora (-2019),"Rooms, total (number)",2019,87.0
2557,Flora (-2019),Private rooms (number),2019,86.0
2558,Flora (-2019),Rooms for two or more (number),2019,1.0
2559,Flora (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,86.0
2560,Flora (-2019),Share of single rooms (per cent),2019,98.9
2561,Flora (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.9
2562,Gulen (-2019),"Rooms, total (number)",2019,30.0
2563,Gulen (-2019),Private rooms (number),2019,30.0
2564,Gulen (-2019),Rooms for two or more (number),2019,0.0
2565,Gulen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,22.0
2566,Gulen (-2019),Share of single rooms (per cent),2019,100.0
2567,Gulen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,73.3
2568,Solund (-2019),"Rooms, total (number)",2019,19.0
2569,Solund (-2019),Private rooms (number),2019,19.0
2570,Solund (-2019),Rooms for two or more (number),2019,0.0
2571,Solund (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,19.0
2572,Solund (-2019),Share of single rooms (per cent),2019,100.0
2573,Solund (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
2574,Hyllestad (-2019),"Rooms, total (number)",2019,22.0
2575,Hyllestad (-2019),Private rooms (number),2019,22.0
2576,Hyllestad (-2019),Rooms for two or more (number),2019,0.0
2577,Hyllestad (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,22.0
