,region,holding sector,number of employees,contents,year,value
14545,Giske,Financial corporations,No one employeed,Establishments,2019,1
14546,Giske,Financial corporations,1-4 employees,Establishments,2019,0
14547,Giske,Financial corporations,5-9 employees,Establishments,2019,0
14548,Giske,Financial corporations,10-19 employees,Establishments,2019,1
14549,Giske,Financial corporations,20-49 employees,Establishments,2019,0
14550,Giske,Financial corporations,50-99 employees,Establishments,2019,0
14551,Giske,Financial corporations,100 - 249 employees,Establishments,2019,0
14552,Giske,Financial corporations,250 employees and more,Establishments,2019,0
14553,Giske,Non-financial corporations,All size groups,Establishments,2019,349
14554,Giske,Non-financial corporations,No one employeed,Establishments,2019,190
14555,Giske,Non-financial corporations,1-4 employees,Establishments,2019,82
14556,Giske,Non-financial corporations,5-9 employees,Establishments,2019,36
14557,Giske,Non-financial corporations,10-19 employees,Establishments,2019,23
14558,Giske,Non-financial corporations,20-49 employees,Establishments,2019,16
14559,Giske,Non-financial corporations,50-99 employees,Establishments,2019,1
14560,Giske,Non-financial corporations,100 - 249 employees,Establishments,2019,1
14561,Giske,Non-financial corporations,250 employees and more,Establishments,2019,0
14562,Giske,Households and non-profit institutions,All size groups,Establishments,2019,243
14563,Giske,Households and non-profit institutions,No one employeed,Establishments,2019,224
14564,Giske,Households and non-profit institutions,1-4 employees,Establishments,2019,17
14565,Giske,Households and non-profit institutions,5-9 employees,Establishments,2019,1
14566,Giske,Households and non-profit institutions,10-19 employees,Establishments,2019,0
14567,Giske,Households and non-profit institutions,20-49 employees,Establishments,2019,1
14568,Giske,Households and non-profit institutions,50-99 employees,Establishments,2019,0
14569,Giske,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14570,Giske,Households and non-profit institutions,250 employees and more,Establishments,2019,0
14571,Giske,Unspecified sector/others,All size groups,Establishments,2019,0
14572,Giske,Unspecified sector/others,No one employeed,Establishments,2019,0
14573,Giske,Unspecified sector/others,1-4 employees,Establishments,2019,0
14574,Giske,Unspecified sector/others,5-9 employees,Establishments,2019,0
14575,Giske,Unspecified sector/others,10-19 employees,Establishments,2019,0
14576,Giske,Unspecified sector/others,20-49 employees,Establishments,2019,0
14577,Giske,Unspecified sector/others,50-99 employees,Establishments,2019,0
14578,Giske,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14579,Giske,Unspecified sector/others,250 employees and more,Establishments,2019,0
14580,Haram (-2019),Sum all sectors,All size groups,Establishments,2019,810
14581,Haram (-2019),Sum all sectors,No one employeed,Establishments,2019,518
14582,Haram (-2019),Sum all sectors,1-4 employees,Establishments,2019,126
14583,Haram (-2019),Sum all sectors,5-9 employees,Establishments,2019,65
14584,Haram (-2019),Sum all sectors,10-19 employees,Establishments,2019,50
14585,Haram (-2019),Sum all sectors,20-49 employees,Establishments,2019,35
14586,Haram (-2019),Sum all sectors,50-99 employees,Establishments,2019,10
14587,Haram (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,4
14588,Haram (-2019),Sum all sectors,250 employees and more,Establishments,2019,2
14589,Haram (-2019),General government,All size groups,Establishments,2019,71
14590,Haram (-2019),General government,No one employeed,Establishments,2019,6
14591,Haram (-2019),General government,1-4 employees,Establishments,2019,18
14592,Haram (-2019),General government,5-9 employees,Establishments,2019,14
14593,Haram (-2019),General government,10-19 employees,Establishments,2019,13
14594,Haram (-2019),General government,20-49 employees,Establishments,2019,14
14595,Haram (-2019),General government,50-99 employees,Establishments,2019,6
14596,Haram (-2019),General government,100 - 249 employees,Establishments,2019,0
14597,Haram (-2019),General government,250 employees and more,Establishments,2019,0
14598,Haram (-2019),Financial corporations,All size groups,Establishments,2019,7
14599,Haram (-2019),Financial corporations,No one employeed,Establishments,2019,3
14600,Haram (-2019),Financial corporations,1-4 employees,Establishments,2019,3
14601,Haram (-2019),Financial corporations,5-9 employees,Establishments,2019,1
14602,Haram (-2019),Financial corporations,10-19 employees,Establishments,2019,0
14603,Haram (-2019),Financial corporations,20-49 employees,Establishments,2019,0
14604,Haram (-2019),Financial corporations,50-99 employees,Establishments,2019,0
14605,Haram (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
14606,Haram (-2019),Financial corporations,250 employees and more,Establishments,2019,0
14607,Haram (-2019),Non-financial corporations,All size groups,Establishments,2019,412
14608,Haram (-2019),Non-financial corporations,No one employeed,Establishments,2019,215
14609,Haram (-2019),Non-financial corporations,1-4 employees,Establishments,2019,84
14610,Haram (-2019),Non-financial corporations,5-9 employees,Establishments,2019,48
14611,Haram (-2019),Non-financial corporations,10-19 employees,Establishments,2019,36
14612,Haram (-2019),Non-financial corporations,20-49 employees,Establishments,2019,19
14613,Haram (-2019),Non-financial corporations,50-99 employees,Establishments,2019,4
14614,Haram (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,4
14615,Haram (-2019),Non-financial corporations,250 employees and more,Establishments,2019,2
14616,Haram (-2019),Households and non-profit institutions,All size groups,Establishments,2019,320
14617,Haram (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,294
14618,Haram (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,21
14619,Haram (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
14620,Haram (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,1
14621,Haram (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,2
14622,Haram (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
14623,Haram (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14624,Haram (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
14625,Haram (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
14626,Haram (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
14627,Haram (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
14628,Haram (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
14629,Haram (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
14630,Haram (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
14631,Haram (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
14632,Haram (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14633,Haram (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
14634,Vestnes,Sum all sectors,All size groups,Establishments,2019,814
14635,Vestnes,Sum all sectors,No one employeed,Establishments,2019,551
14636,Vestnes,Sum all sectors,1-4 employees,Establishments,2019,118
14637,Vestnes,Sum all sectors,5-9 employees,Establishments,2019,55
14638,Vestnes,Sum all sectors,10-19 employees,Establishments,2019,46
14639,Vestnes,Sum all sectors,20-49 employees,Establishments,2019,29
14640,Vestnes,Sum all sectors,50-99 employees,Establishments,2019,12
14641,Vestnes,Sum all sectors,100 - 249 employees,Establishments,2019,3
14642,Vestnes,Sum all sectors,250 employees and more,Establishments,2019,0
14643,Vestnes,General government,All size groups,Establishments,2019,67
14644,Vestnes,General government,No one employeed,Establishments,2019,5
14645,Vestnes,General government,1-4 employees,Establishments,2019,13
14646,Vestnes,General government,5-9 employees,Establishments,2019,11
14647,Vestnes,General government,10-19 employees,Establishments,2019,15
14648,Vestnes,General government,20-49 employees,Establishments,2019,17
14649,Vestnes,General government,50-99 employees,Establishments,2019,6
14650,Vestnes,General government,100 - 249 employees,Establishments,2019,0
14651,Vestnes,General government,250 employees and more,Establishments,2019,0
14652,Vestnes,Financial corporations,All size groups,Establishments,2019,6
14653,Vestnes,Financial corporations,No one employeed,Establishments,2019,4
14654,Vestnes,Financial corporations,1-4 employees,Establishments,2019,1
14655,Vestnes,Financial corporations,5-9 employees,Establishments,2019,1
14656,Vestnes,Financial corporations,10-19 employees,Establishments,2019,0
14657,Vestnes,Financial corporations,20-49 employees,Establishments,2019,0
14658,Vestnes,Financial corporations,50-99 employees,Establishments,2019,0
14659,Vestnes,Financial corporations,100 - 249 employees,Establishments,2019,0
14660,Vestnes,Financial corporations,250 employees and more,Establishments,2019,0
14661,Vestnes,Non-financial corporations,All size groups,Establishments,2019,391
14662,Vestnes,Non-financial corporations,No one employeed,Establishments,2019,215
14663,Vestnes,Non-financial corporations,1-4 employees,Establishments,2019,85
14664,Vestnes,Non-financial corporations,5-9 employees,Establishments,2019,41
14665,Vestnes,Non-financial corporations,10-19 employees,Establishments,2019,30
14666,Vestnes,Non-financial corporations,20-49 employees,Establishments,2019,11
14667,Vestnes,Non-financial corporations,50-99 employees,Establishments,2019,6
14668,Vestnes,Non-financial corporations,100 - 249 employees,Establishments,2019,3
14669,Vestnes,Non-financial corporations,250 employees and more,Establishments,2019,0
14670,Vestnes,Households and non-profit institutions,All size groups,Establishments,2019,350
14671,Vestnes,Households and non-profit institutions,No one employeed,Establishments,2019,327
14672,Vestnes,Households and non-profit institutions,1-4 employees,Establishments,2019,19
14673,Vestnes,Households and non-profit institutions,5-9 employees,Establishments,2019,2
14674,Vestnes,Households and non-profit institutions,10-19 employees,Establishments,2019,1
14675,Vestnes,Households and non-profit institutions,20-49 employees,Establishments,2019,1
14676,Vestnes,Households and non-profit institutions,50-99 employees,Establishments,2019,0
14677,Vestnes,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14678,Vestnes,Households and non-profit institutions,250 employees and more,Establishments,2019,0
14679,Vestnes,Unspecified sector/others,All size groups,Establishments,2019,0
14680,Vestnes,Unspecified sector/others,No one employeed,Establishments,2019,0
14681,Vestnes,Unspecified sector/others,1-4 employees,Establishments,2019,0
14682,Vestnes,Unspecified sector/others,5-9 employees,Establishments,2019,0
14683,Vestnes,Unspecified sector/others,10-19 employees,Establishments,2019,0
14684,Vestnes,Unspecified sector/others,20-49 employees,Establishments,2019,0
14685,Vestnes,Unspecified sector/others,50-99 employees,Establishments,2019,0
14686,Vestnes,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14687,Vestnes,Unspecified sector/others,250 employees and more,Establishments,2019,0
14688,Rauma,Sum all sectors,All size groups,Establishments,2019,1028
14689,Rauma,Sum all sectors,No one employeed,Establishments,2019,699
14690,Rauma,Sum all sectors,1-4 employees,Establishments,2019,148
14691,Rauma,Sum all sectors,5-9 employees,Establishments,2019,76
14692,Rauma,Sum all sectors,10-19 employees,Establishments,2019,51
14693,Rauma,Sum all sectors,20-49 employees,Establishments,2019,44
14694,Rauma,Sum all sectors,50-99 employees,Establishments,2019,8
14695,Rauma,Sum all sectors,100 - 249 employees,Establishments,2019,2
14696,Rauma,Sum all sectors,250 employees and more,Establishments,2019,0
14697,Rauma,General government,All size groups,Establishments,2019,60
14698,Rauma,General government,No one employeed,Establishments,2019,8
14699,Rauma,General government,1-4 employees,Establishments,2019,6
14700,Rauma,General government,5-9 employees,Establishments,2019,12
14701,Rauma,General government,10-19 employees,Establishments,2019,12
14702,Rauma,General government,20-49 employees,Establishments,2019,17
14703,Rauma,General government,50-99 employees,Establishments,2019,3
14704,Rauma,General government,100 - 249 employees,Establishments,2019,2
14705,Rauma,General government,250 employees and more,Establishments,2019,0
14706,Rauma,Financial corporations,All size groups,Establishments,2019,4
14707,Rauma,Financial corporations,No one employeed,Establishments,2019,2
14708,Rauma,Financial corporations,1-4 employees,Establishments,2019,1
14709,Rauma,Financial corporations,5-9 employees,Establishments,2019,1
14710,Rauma,Financial corporations,10-19 employees,Establishments,2019,0
14711,Rauma,Financial corporations,20-49 employees,Establishments,2019,0
14712,Rauma,Financial corporations,50-99 employees,Establishments,2019,0
14713,Rauma,Financial corporations,100 - 249 employees,Establishments,2019,0
14714,Rauma,Financial corporations,250 employees and more,Establishments,2019,0
14715,Rauma,Non-financial corporations,All size groups,Establishments,2019,479
14716,Rauma,Non-financial corporations,No one employeed,Establishments,2019,249
14717,Rauma,Non-financial corporations,1-4 employees,Establishments,2019,101
14718,Rauma,Non-financial corporations,5-9 employees,Establishments,2019,59
14719,Rauma,Non-financial corporations,10-19 employees,Establishments,2019,38
14720,Rauma,Non-financial corporations,20-49 employees,Establishments,2019,27
14721,Rauma,Non-financial corporations,50-99 employees,Establishments,2019,5
14722,Rauma,Non-financial corporations,100 - 249 employees,Establishments,2019,0
14723,Rauma,Non-financial corporations,250 employees and more,Establishments,2019,0
14724,Rauma,Households and non-profit institutions,All size groups,Establishments,2019,485
14725,Rauma,Households and non-profit institutions,No one employeed,Establishments,2019,440
14726,Rauma,Households and non-profit institutions,1-4 employees,Establishments,2019,40
14727,Rauma,Households and non-profit institutions,5-9 employees,Establishments,2019,4
14728,Rauma,Households and non-profit institutions,10-19 employees,Establishments,2019,1
14729,Rauma,Households and non-profit institutions,20-49 employees,Establishments,2019,0
14730,Rauma,Households and non-profit institutions,50-99 employees,Establishments,2019,0
14731,Rauma,Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14732,Rauma,Households and non-profit institutions,250 employees and more,Establishments,2019,0
14733,Rauma,Unspecified sector/others,All size groups,Establishments,2019,0
14734,Rauma,Unspecified sector/others,No one employeed,Establishments,2019,0
14735,Rauma,Unspecified sector/others,1-4 employees,Establishments,2019,0
14736,Rauma,Unspecified sector/others,5-9 employees,Establishments,2019,0
14737,Rauma,Unspecified sector/others,10-19 employees,Establishments,2019,0
14738,Rauma,Unspecified sector/others,20-49 employees,Establishments,2019,0
14739,Rauma,Unspecified sector/others,50-99 employees,Establishments,2019,0
14740,Rauma,Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14741,Rauma,Unspecified sector/others,250 employees and more,Establishments,2019,0
14742,Nesset (-2019),Sum all sectors,All size groups,Establishments,2019,379
14743,Nesset (-2019),Sum all sectors,No one employeed,Establishments,2019,275
14744,Nesset (-2019),Sum all sectors,1-4 employees,Establishments,2019,50
14745,Nesset (-2019),Sum all sectors,5-9 employees,Establishments,2019,23
14746,Nesset (-2019),Sum all sectors,10-19 employees,Establishments,2019,19
14747,Nesset (-2019),Sum all sectors,20-49 employees,Establishments,2019,11
14748,Nesset (-2019),Sum all sectors,50-99 employees,Establishments,2019,0
14749,Nesset (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,1
14750,Nesset (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
14751,Nesset (-2019),General government,All size groups,Establishments,2019,33
14752,Nesset (-2019),General government,No one employeed,Establishments,2019,4
14753,Nesset (-2019),General government,1-4 employees,Establishments,2019,6
14754,Nesset (-2019),General government,5-9 employees,Establishments,2019,6
14755,Nesset (-2019),General government,10-19 employees,Establishments,2019,8
14756,Nesset (-2019),General government,20-49 employees,Establishments,2019,8
14757,Nesset (-2019),General government,50-99 employees,Establishments,2019,0
14758,Nesset (-2019),General government,100 - 249 employees,Establishments,2019,1
14759,Nesset (-2019),General government,250 employees and more,Establishments,2019,0
14760,Nesset (-2019),Financial corporations,All size groups,Establishments,2019,1
14761,Nesset (-2019),Financial corporations,No one employeed,Establishments,2019,1
14762,Nesset (-2019),Financial corporations,1-4 employees,Establishments,2019,0
14763,Nesset (-2019),Financial corporations,5-9 employees,Establishments,2019,0
14764,Nesset (-2019),Financial corporations,10-19 employees,Establishments,2019,0
14765,Nesset (-2019),Financial corporations,20-49 employees,Establishments,2019,0
14766,Nesset (-2019),Financial corporations,50-99 employees,Establishments,2019,0
14767,Nesset (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
14768,Nesset (-2019),Financial corporations,250 employees and more,Establishments,2019,0
14769,Nesset (-2019),Non-financial corporations,All size groups,Establishments,2019,132
14770,Nesset (-2019),Non-financial corporations,No one employeed,Establishments,2019,69
14771,Nesset (-2019),Non-financial corporations,1-4 employees,Establishments,2019,33
14772,Nesset (-2019),Non-financial corporations,5-9 employees,Establishments,2019,16
14773,Nesset (-2019),Non-financial corporations,10-19 employees,Establishments,2019,11
14774,Nesset (-2019),Non-financial corporations,20-49 employees,Establishments,2019,3
14775,Nesset (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
14776,Nesset (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
14777,Nesset (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
14778,Nesset (-2019),Households and non-profit institutions,All size groups,Establishments,2019,213
14779,Nesset (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,201
14780,Nesset (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,11
14781,Nesset (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,1
14782,Nesset (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
14783,Nesset (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
14784,Nesset (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
14785,Nesset (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14786,Nesset (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
14787,Nesset (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
14788,Nesset (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
14789,Nesset (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
14790,Nesset (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
14791,Nesset (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
14792,Nesset (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
14793,Nesset (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
14794,Nesset (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14795,Nesset (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
14796,Midsund (-2019),Sum all sectors,All size groups,Establishments,2019,220
14797,Midsund (-2019),Sum all sectors,No one employeed,Establishments,2019,129
14798,Midsund (-2019),Sum all sectors,1-4 employees,Establishments,2019,47
14799,Midsund (-2019),Sum all sectors,5-9 employees,Establishments,2019,19
14800,Midsund (-2019),Sum all sectors,10-19 employees,Establishments,2019,13
14801,Midsund (-2019),Sum all sectors,20-49 employees,Establishments,2019,10
14802,Midsund (-2019),Sum all sectors,50-99 employees,Establishments,2019,2
14803,Midsund (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,0
14804,Midsund (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
14805,Midsund (-2019),General government,All size groups,Establishments,2019,25
14806,Midsund (-2019),General government,No one employeed,Establishments,2019,1
14807,Midsund (-2019),General government,1-4 employees,Establishments,2019,9
14808,Midsund (-2019),General government,5-9 employees,Establishments,2019,5
14809,Midsund (-2019),General government,10-19 employees,Establishments,2019,4
14810,Midsund (-2019),General government,20-49 employees,Establishments,2019,4
14811,Midsund (-2019),General government,50-99 employees,Establishments,2019,2
14812,Midsund (-2019),General government,100 - 249 employees,Establishments,2019,0
14813,Midsund (-2019),General government,250 employees and more,Establishments,2019,0
14814,Midsund (-2019),Financial corporations,All size groups,Establishments,2019,1
14815,Midsund (-2019),Financial corporations,No one employeed,Establishments,2019,0
14816,Midsund (-2019),Financial corporations,1-4 employees,Establishments,2019,1
14817,Midsund (-2019),Financial corporations,5-9 employees,Establishments,2019,0
14818,Midsund (-2019),Financial corporations,10-19 employees,Establishments,2019,0
14819,Midsund (-2019),Financial corporations,20-49 employees,Establishments,2019,0
14820,Midsund (-2019),Financial corporations,50-99 employees,Establishments,2019,0
14821,Midsund (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
14822,Midsund (-2019),Financial corporations,250 employees and more,Establishments,2019,0
14823,Midsund (-2019),Non-financial corporations,All size groups,Establishments,2019,117
14824,Midsund (-2019),Non-financial corporations,No one employeed,Establishments,2019,62
14825,Midsund (-2019),Non-financial corporations,1-4 employees,Establishments,2019,28
14826,Midsund (-2019),Non-financial corporations,5-9 employees,Establishments,2019,12
14827,Midsund (-2019),Non-financial corporations,10-19 employees,Establishments,2019,9
14828,Midsund (-2019),Non-financial corporations,20-49 employees,Establishments,2019,6
14829,Midsund (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
14830,Midsund (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
14831,Midsund (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
14832,Midsund (-2019),Households and non-profit institutions,All size groups,Establishments,2019,77
14833,Midsund (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,66
14834,Midsund (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,9
14835,Midsund (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,2
14836,Midsund (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
14837,Midsund (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
14838,Midsund (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
14839,Midsund (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14840,Midsund (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
14841,Midsund (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
14842,Midsund (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
14843,Midsund (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
14844,Midsund (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
14845,Midsund (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
14846,Midsund (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
14847,Midsund (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
14848,Midsund (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14849,Midsund (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
14850,Sandøy (-2019),Sum all sectors,All size groups,Establishments,2019,157
14851,Sandøy (-2019),Sum all sectors,No one employeed,Establishments,2019,91
14852,Sandøy (-2019),Sum all sectors,1-4 employees,Establishments,2019,42
14853,Sandøy (-2019),Sum all sectors,5-9 employees,Establishments,2019,9
14854,Sandøy (-2019),Sum all sectors,10-19 employees,Establishments,2019,10
14855,Sandøy (-2019),Sum all sectors,20-49 employees,Establishments,2019,2
14856,Sandøy (-2019),Sum all sectors,50-99 employees,Establishments,2019,1
14857,Sandøy (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,2
14858,Sandøy (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
14859,Sandøy (-2019),General government,All size groups,Establishments,2019,41
14860,Sandøy (-2019),General government,No one employeed,Establishments,2019,17
14861,Sandøy (-2019),General government,1-4 employees,Establishments,2019,14
14862,Sandøy (-2019),General government,5-9 employees,Establishments,2019,4
14863,Sandøy (-2019),General government,10-19 employees,Establishments,2019,4
14864,Sandøy (-2019),General government,20-49 employees,Establishments,2019,2
14865,Sandøy (-2019),General government,50-99 employees,Establishments,2019,0
14866,Sandøy (-2019),General government,100 - 249 employees,Establishments,2019,0
14867,Sandøy (-2019),General government,250 employees and more,Establishments,2019,0
14868,Sandøy (-2019),Financial corporations,All size groups,Establishments,2019,1
14869,Sandøy (-2019),Financial corporations,No one employeed,Establishments,2019,0
14870,Sandøy (-2019),Financial corporations,1-4 employees,Establishments,2019,1
14871,Sandøy (-2019),Financial corporations,5-9 employees,Establishments,2019,0
14872,Sandøy (-2019),Financial corporations,10-19 employees,Establishments,2019,0
14873,Sandøy (-2019),Financial corporations,20-49 employees,Establishments,2019,0
14874,Sandøy (-2019),Financial corporations,50-99 employees,Establishments,2019,0
14875,Sandøy (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
14876,Sandøy (-2019),Financial corporations,250 employees and more,Establishments,2019,0
14877,Sandøy (-2019),Non-financial corporations,All size groups,Establishments,2019,60
14878,Sandøy (-2019),Non-financial corporations,No one employeed,Establishments,2019,30
14879,Sandøy (-2019),Non-financial corporations,1-4 employees,Establishments,2019,16
14880,Sandøy (-2019),Non-financial corporations,5-9 employees,Establishments,2019,5
14881,Sandøy (-2019),Non-financial corporations,10-19 employees,Establishments,2019,6
14882,Sandøy (-2019),Non-financial corporations,20-49 employees,Establishments,2019,0
14883,Sandøy (-2019),Non-financial corporations,50-99 employees,Establishments,2019,1
14884,Sandøy (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,2
14885,Sandøy (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
14886,Sandøy (-2019),Households and non-profit institutions,All size groups,Establishments,2019,55
14887,Sandøy (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,44
14888,Sandøy (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,11
14889,Sandøy (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,0
14890,Sandøy (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
14891,Sandøy (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
14892,Sandøy (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
14893,Sandøy (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
14894,Sandøy (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
14895,Sandøy (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
14896,Sandøy (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
14897,Sandøy (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
14898,Sandøy (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
14899,Sandøy (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
14900,Sandøy (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
14901,Sandøy (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
14902,Sandøy (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
14903,Sandøy (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
14904,Aukra,Sum all sectors,All size groups,Establishments,2019,307
14905,Aukra,Sum all sectors,No one employeed,Establishments,2019,188
14906,Aukra,Sum all sectors,1-4 employees,Establishments,2019,67
14907,Aukra,Sum all sectors,5-9 employees,Establishments,2019,18
14908,Aukra,Sum all sectors,10-19 employees,Establishments,2019,16
14909,Aukra,Sum all sectors,20-49 employees,Establishments,2019,10
14910,Aukra,Sum all sectors,50-99 employees,Establishments,2019,7
14911,Aukra,Sum all sectors,100 - 249 employees,Establishments,2019,1
14912,Aukra,Sum all sectors,250 employees and more,Establishments,2019,0
14913,Aukra,General government,All size groups,Establishments,2019,42
14914,Aukra,General government,No one employeed,Establishments,2019,3
14915,Aukra,General government,1-4 employees,Establishments,2019,18
14916,Aukra,General government,5-9 employees,Establishments,2019,7
14917,Aukra,General government,10-19 employees,Establishments,2019,5
14918,Aukra,General government,20-49 employees,Establishments,2019,5
14919,Aukra,General government,50-99 employees,Establishments,2019,4
14920,Aukra,General government,100 - 249 employees,Establishments,2019,0
14921,Aukra,General government,250 employees and more,Establishments,2019,0
14922,Aukra,Financial corporations,All size groups,Establishments,2019,2
14923,Aukra,Financial corporations,No one employeed,Establishments,2019,1
14924,Aukra,Financial corporations,1-4 employees,Establishments,2019,1
14925,Aukra,Financial corporations,5-9 employees,Establishments,2019,0
14926,Aukra,Financial corporations,10-19 employees,Establishments,2019,0
14927,Aukra,Financial corporations,20-49 employees,Establishments,2019,0
14928,Aukra,Financial corporations,50-99 employees,Establishments,2019,0
14929,Aukra,Financial corporations,100 - 249 employees,Establishments,2019,0
14930,Aukra,Financial corporations,250 employees and more,Establishments,2019,0
14931,Aukra,Non-financial corporations,All size groups,Establishments,2019,139
14932,Aukra,Non-financial corporations,No one employeed,Establishments,2019,73
14933,Aukra,Non-financial corporations,1-4 employees,Establishments,2019,36
14934,Aukra,Non-financial corporations,5-9 employees,Establishments,2019,10
14935,Aukra,Non-financial corporations,10-19 employees,Establishments,2019,11
14936,Aukra,Non-financial corporations,20-49 employees,Establishments,2019,5
14937,Aukra,Non-financial corporations,50-99 employees,Establishments,2019,3
14938,Aukra,Non-financial corporations,100 - 249 employees,Establishments,2019,1
14939,Aukra,Non-financial corporations,250 employees and more,Establishments,2019,0
14940,Aukra,Households and non-profit institutions,All size groups,Establishments,2019,124
14941,Aukra,Households and non-profit institutions,No one employeed,Establishments,2019,111
