,region,size of household,contents,year,value
2063,Granvin (-2019),2 persons,Private households,2019,33.3
2064,Granvin (-2019),3 persons,Persons in private households,2019,19.0
2065,Granvin (-2019),3 persons,Private households,2019,13.8
2066,Granvin (-2019),4 persons,Persons in private households,2019,19.3
2067,Granvin (-2019),4 persons,Private households,2019,10.5
2068,Granvin (-2019),5 persons or more,Persons in private households,2019,14.1
2069,Granvin (-2019),5 persons or more,Private households,2019,5.7
2070,Voss (-2019),1 person,Persons in private households,2019,16.7
2071,Voss (-2019),1 person,Private households,2019,37.5
2072,Voss (-2019),2 persons,Persons in private households,2019,27.2
2073,Voss (-2019),2 persons,Private households,2019,30.5
2074,Voss (-2019),3 persons,Persons in private households,2019,16.8
2075,Voss (-2019),3 persons,Private households,2019,12.6
2076,Voss (-2019),4 persons,Persons in private households,2019,20.8
2077,Voss (-2019),4 persons,Private households,2019,11.6
2078,Voss (-2019),5 persons or more,Persons in private households,2019,18.5
2079,Voss (-2019),5 persons or more,Private households,2019,7.8
2080,Kvam (-2019),1 person,Persons in private households,2019,15.5
2081,Kvam (-2019),1 person,Private households,2019,35.4
2082,Kvam (-2019),2 persons,Persons in private households,2019,28.1
2083,Kvam (-2019),2 persons,Private households,2019,32.2
2084,Kvam (-2019),3 persons,Persons in private households,2019,15.4
2085,Kvam (-2019),3 persons,Private households,2019,11.7
2086,Kvam (-2019),4 persons,Persons in private households,2019,21.5
2087,Kvam (-2019),4 persons,Private households,2019,12.3
2088,Kvam (-2019),5 persons or more,Persons in private households,2019,19.5
2089,Kvam (-2019),5 persons or more,Private households,2019,8.3
2090,Fusa (-2019),1 person,Persons in private households,2019,13.2
2091,Fusa (-2019),1 person,Private households,2019,31.3
2092,Fusa (-2019),2 persons,Persons in private households,2019,28.9
2093,Fusa (-2019),2 persons,Private households,2019,34.4
2094,Fusa (-2019),3 persons,Persons in private households,2019,15.4
2095,Fusa (-2019),3 persons,Private households,2019,12.2
2096,Fusa (-2019),4 persons,Persons in private households,2019,21.5
2097,Fusa (-2019),4 persons,Private households,2019,12.8
2098,Fusa (-2019),5 persons or more,Persons in private households,2019,21.0
2099,Fusa (-2019),5 persons or more,Private households,2019,9.3
2100,Samnanger (-2019),1 person,Persons in private households,2019,14.4
2101,Samnanger (-2019),1 person,Private households,2019,33.2
2102,Samnanger (-2019),2 persons,Persons in private households,2019,29.3
2103,Samnanger (-2019),2 persons,Private households,2019,33.7
2104,Samnanger (-2019),3 persons,Persons in private households,2019,17.0
2105,Samnanger (-2019),3 persons,Private households,2019,13.1
2106,Samnanger (-2019),4 persons,Persons in private households,2019,18.9
2107,Samnanger (-2019),4 persons,Private households,2019,10.9
2108,Samnanger (-2019),5 persons or more,Persons in private households,2019,20.4
2109,Samnanger (-2019),5 persons or more,Private households,2019,9.1
2110,Os (Hordaland) (-2019),1 person,Persons in private households,2019,12.6
2111,Os (Hordaland) (-2019),1 person,Private households,2019,30.4
2112,Os (Hordaland) (-2019),2 persons,Persons in private households,2019,26.4
2113,Os (Hordaland) (-2019),2 persons,Private households,2019,32.0
2114,Os (Hordaland) (-2019),3 persons,Persons in private households,2019,17.2
2115,Os (Hordaland) (-2019),3 persons,Private households,2019,13.9
2116,Os (Hordaland) (-2019),4 persons,Persons in private households,2019,24.8
2117,Os (Hordaland) (-2019),4 persons,Private households,2019,15.0
2118,Os (Hordaland) (-2019),5 persons or more,Persons in private households,2019,19.0
2119,Os (Hordaland) (-2019),5 persons or more,Private households,2019,8.8
2120,Austevoll (-2019),1 person,Persons in private households,2019,12.4
2121,Austevoll (-2019),1 person,Private households,2019,31.2
2122,Austevoll (-2019),2 persons,Persons in private households,2019,23.6
2123,Austevoll (-2019),2 persons,Private households,2019,29.6
2124,Austevoll (-2019),3 persons,Persons in private households,2019,16.2
2125,Austevoll (-2019),3 persons,Private households,2019,13.6
2126,Austevoll (-2019),4 persons,Persons in private households,2019,20.4
2127,Austevoll (-2019),4 persons,Private households,2019,12.8
2128,Austevoll (-2019),5 persons or more,Persons in private households,2019,27.4
2129,Austevoll (-2019),5 persons or more,Private households,2019,12.9
2130,Sund (-2019),1 person,Persons in private households,2019,11.7
2131,Sund (-2019),1 person,Private households,2019,29.1
2132,Sund (-2019),2 persons,Persons in private households,2019,26.2
2133,Sund (-2019),2 persons,Private households,2019,32.5
2134,Sund (-2019),3 persons,Persons in private households,2019,16.9
2135,Sund (-2019),3 persons,Private households,2019,14.0
2136,Sund (-2019),4 persons,Persons in private households,2019,23.3
2137,Sund (-2019),4 persons,Private households,2019,14.5
2138,Sund (-2019),5 persons or more,Persons in private households,2019,22.0
2139,Sund (-2019),5 persons or more,Private households,2019,9.9
2140,Fjell (-2019),1 person,Persons in private households,2019,11.2
2141,Fjell (-2019),1 person,Private households,2019,28.0
2142,Fjell (-2019),2 persons,Persons in private households,2019,25.2
2143,Fjell (-2019),2 persons,Private households,2019,31.4
2144,Fjell (-2019),3 persons,Persons in private households,2019,19.4
2145,Fjell (-2019),3 persons,Private households,2019,16.1
2146,Fjell (-2019),4 persons,Persons in private households,2019,25.0
2147,Fjell (-2019),4 persons,Private households,2019,15.6
2148,Fjell (-2019),5 persons or more,Persons in private households,2019,19.2
2149,Fjell (-2019),5 persons or more,Private households,2019,9.0
2150,Askøy (-2019),1 person,Persons in private households,2019,10.4
2151,Askøy (-2019),1 person,Private households,2019,26.6
2152,Askøy (-2019),2 persons,Persons in private households,2019,24.1
2153,Askøy (-2019),2 persons,Private households,2019,30.8
2154,Askøy (-2019),3 persons,Persons in private households,2019,17.5
2155,Askøy (-2019),3 persons,Private households,2019,14.9
2156,Askøy (-2019),4 persons,Persons in private households,2019,27.9
2157,Askøy (-2019),4 persons,Private households,2019,17.8
2158,Askøy (-2019),5 persons or more,Persons in private households,2019,20.0
2159,Askøy (-2019),5 persons or more,Private households,2019,9.7
2160,Vaksdal (-2019),1 person,Persons in private households,2019,16.8
2161,Vaksdal (-2019),1 person,Private households,2019,37.3
2162,Vaksdal (-2019),2 persons,Persons in private households,2019,28.5
2163,Vaksdal (-2019),2 persons,Private households,2019,31.6
2164,Vaksdal (-2019),3 persons,Persons in private households,2019,16.9
2165,Vaksdal (-2019),3 persons,Private households,2019,12.5
2166,Vaksdal (-2019),4 persons,Persons in private households,2019,22.0
2167,Vaksdal (-2019),4 persons,Private households,2019,12.2
2168,Vaksdal (-2019),5 persons or more,Persons in private households,2019,15.7
2169,Vaksdal (-2019),5 persons or more,Private households,2019,6.5
2170,Modalen (-2019),1 person,Persons in private households,2019,14.1
2171,Modalen (-2019),1 person,Private households,2019,34.9
2172,Modalen (-2019),2 persons,Persons in private households,2019,21.1
2173,Modalen (-2019),2 persons,Private households,2019,26.2
2174,Modalen (-2019),3 persons,Persons in private households,2019,17.1
2175,Modalen (-2019),3 persons,Private households,2019,14.1
2176,Modalen (-2019),4 persons,Persons in private households,2019,19.5
2177,Modalen (-2019),4 persons,Private households,2019,12.1
2178,Modalen (-2019),5 persons or more,Persons in private households,2019,28.2
2179,Modalen (-2019),5 persons or more,Private households,2019,12.8
2180,Osterøy (-2019),1 person,Persons in private households,2019,13.0
2181,Osterøy (-2019),1 person,Private households,2019,31.0
2182,Osterøy (-2019),2 persons,Persons in private households,2019,27.1
2183,Osterøy (-2019),2 persons,Private households,2019,32.3
2184,Osterøy (-2019),3 persons,Persons in private households,2019,17.8
2185,Osterøy (-2019),3 persons,Private households,2019,14.1
2186,Osterøy (-2019),4 persons,Persons in private households,2019,23.8
2187,Osterøy (-2019),4 persons,Private households,2019,14.2
2188,Osterøy (-2019),5 persons or more,Persons in private households,2019,18.3
2189,Osterøy (-2019),5 persons or more,Private households,2019,8.2
2190,Meland (-2019),1 person,Persons in private households,2019,11.2
2191,Meland (-2019),1 person,Private households,2019,28.3
2192,Meland (-2019),2 persons,Persons in private households,2019,23.9
2193,Meland (-2019),2 persons,Private households,2019,30.2
2194,Meland (-2019),3 persons,Persons in private households,2019,17.3
2195,Meland (-2019),3 persons,Private households,2019,14.6
2196,Meland (-2019),4 persons,Persons in private households,2019,25.9
2197,Meland (-2019),4 persons,Private households,2019,16.4
2198,Meland (-2019),5 persons or more,Persons in private households,2019,21.7
2199,Meland (-2019),5 persons or more,Private households,2019,10.5
2200,Øygarden (-2019),1 person,Persons in private households,2019,12.7
2201,Øygarden (-2019),1 person,Private households,2019,30.8
2202,Øygarden (-2019),2 persons,Persons in private households,2019,26.1
2203,Øygarden (-2019),2 persons,Private households,2019,31.8
2204,Øygarden (-2019),3 persons,Persons in private households,2019,15.9
2205,Øygarden (-2019),3 persons,Private households,2019,12.9
2206,Øygarden (-2019),4 persons,Persons in private households,2019,24.1
2207,Øygarden (-2019),4 persons,Private households,2019,14.7
2208,Øygarden (-2019),5 persons or more,Persons in private households,2019,21.2
2209,Øygarden (-2019),5 persons or more,Private households,2019,9.8
2210,Radøy (-2019),1 person,Persons in private households,2019,14.0
2211,Radøy (-2019),1 person,Private households,2019,32.8
2212,Radøy (-2019),2 persons,Persons in private households,2019,27.5
2213,Radøy (-2019),2 persons,Private households,2019,32.1
2214,Radøy (-2019),3 persons,Persons in private households,2019,18.9
2215,Radøy (-2019),3 persons,Private households,2019,14.7
2216,Radøy (-2019),4 persons,Persons in private households,2019,21.0
2217,Radøy (-2019),4 persons,Private households,2019,12.3
2218,Radøy (-2019),5 persons or more,Persons in private households,2019,18.6
2219,Radøy (-2019),5 persons or more,Private households,2019,8.1
2220,Lindås (-2019),1 person,Persons in private households,2019,13.3
2221,Lindås (-2019),1 person,Private households,2019,31.7
2222,Lindås (-2019),2 persons,Persons in private households,2019,27.5
2223,Lindås (-2019),2 persons,Private households,2019,32.8
2224,Lindås (-2019),3 persons,Persons in private households,2019,16.2
2225,Lindås (-2019),3 persons,Private households,2019,12.9
2226,Lindås (-2019),4 persons,Persons in private households,2019,22.7
2227,Lindås (-2019),4 persons,Private households,2019,13.5
2228,Lindås (-2019),5 persons or more,Persons in private households,2019,20.3
2229,Lindås (-2019),5 persons or more,Private households,2019,9.1
2230,Austrheim (-2019),1 person,Persons in private households,2019,14.6
2231,Austrheim (-2019),1 person,Private households,2019,33.3
2232,Austrheim (-2019),2 persons,Persons in private households,2019,30.9
2233,Austrheim (-2019),2 persons,Private households,2019,35.3
2234,Austrheim (-2019),3 persons,Persons in private households,2019,16.6
2235,Austrheim (-2019),3 persons,Private households,2019,12.6
2236,Austrheim (-2019),4 persons,Persons in private households,2019,19.6
2237,Austrheim (-2019),4 persons,Private households,2019,11.2
2238,Austrheim (-2019),5 persons or more,Persons in private households,2019,18.3
2239,Austrheim (-2019),5 persons or more,Private households,2019,7.6
2240,Fedje (-2019),1 person,Persons in private households,2019,17.0
2241,Fedje (-2019),1 person,Private households,2019,38.4
2242,Fedje (-2019),2 persons,Persons in private households,2019,26.4
2243,Fedje (-2019),2 persons,Private households,2019,29.8
2244,Fedje (-2019),3 persons,Persons in private households,2019,15.4
2245,Fedje (-2019),3 persons,Private households,2019,11.6
2246,Fedje (-2019),4 persons,Persons in private households,2019,20.5
2247,Fedje (-2019),4 persons,Private households,2019,11.6
2248,Fedje (-2019),5 persons or more,Persons in private households,2019,20.7
2249,Fedje (-2019),5 persons or more,Private households,2019,8.7
2250,Masfjorden (-2019),1 person,Persons in private households,2019,15.0
2251,Masfjorden (-2019),1 person,Private households,2019,34.9
2252,Masfjorden (-2019),2 persons,Persons in private households,2019,27.9
2253,Masfjorden (-2019),2 persons,Private households,2019,32.5
2254,Masfjorden (-2019),3 persons,Persons in private households,2019,14.1
2255,Masfjorden (-2019),3 persons,Private households,2019,10.9
2256,Masfjorden (-2019),4 persons,Persons in private households,2019,21.2
2257,Masfjorden (-2019),4 persons,Private households,2019,12.3
2258,Masfjorden (-2019),5 persons or more,Persons in private households,2019,21.8
2259,Masfjorden (-2019),5 persons or more,Private households,2019,9.4
2260,Flora (-2019),1 person,Persons in private households,2019,16.1
2261,Flora (-2019),1 person,Private households,2019,36.8
2262,Flora (-2019),2 persons,Persons in private households,2019,25.4
2263,Flora (-2019),2 persons,Private households,2019,29.1
2264,Flora (-2019),3 persons,Persons in private households,2019,18.0
2265,Flora (-2019),3 persons,Private households,2019,13.7
2266,Flora (-2019),4 persons,Persons in private households,2019,21.8
2267,Flora (-2019),4 persons,Private households,2019,12.5
2268,Flora (-2019),5 persons or more,Persons in private households,2019,18.8
2269,Flora (-2019),5 persons or more,Private households,2019,8.0
2270,Gulen (-2019),1 person,Persons in private households,2019,16.9
2271,Gulen (-2019),1 person,Private households,2019,37.9
2272,Gulen (-2019),2 persons,Persons in private households,2019,26.8
2273,Gulen (-2019),2 persons,Private households,2019,30.0
2274,Gulen (-2019),3 persons,Persons in private households,2019,16.7
2275,Gulen (-2019),3 persons,Private households,2019,12.5
2276,Gulen (-2019),4 persons,Persons in private households,2019,20.3
2277,Gulen (-2019),4 persons,Private households,2019,11.4
2278,Gulen (-2019),5 persons or more,Persons in private households,2019,19.2
2279,Gulen (-2019),5 persons or more,Private households,2019,8.2
2280,Solund (-2019),1 person,Persons in private households,2019,16.8
2281,Solund (-2019),1 person,Private households,2019,36.9
2282,Solund (-2019),2 persons,Persons in private households,2019,28.1
2283,Solund (-2019),2 persons,Private households,2019,30.9
2284,Solund (-2019),3 persons,Persons in private households,2019,22.8
2285,Solund (-2019),3 persons,Private households,2019,16.7
2286,Solund (-2019),4 persons,Persons in private households,2019,16.9
2287,Solund (-2019),4 persons,Private households,2019,9.3
2288,Solund (-2019),5 persons or more,Persons in private households,2019,15.3
2289,Solund (-2019),5 persons or more,Private households,2019,6.3
2290,Hyllestad (-2019),1 person,Persons in private households,2019,19.7
2291,Hyllestad (-2019),1 person,Private households,2019,41.5
2292,Hyllestad (-2019),2 persons,Persons in private households,2019,29.5
2293,Hyllestad (-2019),2 persons,Private households,2019,31.0
2294,Hyllestad (-2019),3 persons,Persons in private households,2019,15.7
2295,Hyllestad (-2019),3 persons,Private households,2019,11.0
2296,Hyllestad (-2019),4 persons,Persons in private households,2019,20.0
2297,Hyllestad (-2019),4 persons,Private households,2019,10.5
2298,Hyllestad (-2019),5 persons or more,Persons in private households,2019,15.2
2299,Hyllestad (-2019),5 persons or more,Private households,2019,6.0
2300,Høyanger (-2019),1 person,Persons in private households,2019,18.6
2301,Høyanger (-2019),1 person,Private households,2019,39.9
2302,Høyanger (-2019),2 persons,Persons in private households,2019,29.0
2303,Høyanger (-2019),2 persons,Private households,2019,31.1
2304,Høyanger (-2019),3 persons,Persons in private households,2019,17.7
2305,Høyanger (-2019),3 persons,Private households,2019,12.6
2306,Høyanger (-2019),4 persons,Persons in private households,2019,18.2
2307,Høyanger (-2019),4 persons,Private households,2019,9.7
2308,Høyanger (-2019),5 persons or more,Persons in private households,2019,16.5
2309,Høyanger (-2019),5 persons or more,Private households,2019,6.7
2310,Vik (-2019),1 person,Persons in private households,2019,17.4
2311,Vik (-2019),1 person,Private households,2019,38.6
2312,Vik (-2019),2 persons,Persons in private households,2019,27.2
2313,Vik (-2019),2 persons,Private households,2019,30.3
2314,Vik (-2019),3 persons,Persons in private households,2019,17.0
2315,Vik (-2019),3 persons,Private households,2019,12.6
2316,Vik (-2019),4 persons,Persons in private households,2019,18.0
2317,Vik (-2019),4 persons,Private households,2019,10.0
2318,Vik (-2019),5 persons or more,Persons in private households,2019,20.5
2319,Vik (-2019),5 persons or more,Private households,2019,8.6
2320,Balestrand (-2019),1 person,Persons in private households,2019,18.1
2321,Balestrand (-2019),1 person,Private households,2019,39.1
2322,Balestrand (-2019),2 persons,Persons in private households,2019,29.6
2323,Balestrand (-2019),2 persons,Private households,2019,32.0
2324,Balestrand (-2019),3 persons,Persons in private households,2019,16.7
2325,Balestrand (-2019),3 persons,Private households,2019,12.0
2326,Balestrand (-2019),4 persons,Persons in private households,2019,19.0
2327,Balestrand (-2019),4 persons,Private households,2019,10.3
2328,Balestrand (-2019),5 persons or more,Persons in private households,2019,16.5
2329,Balestrand (-2019),5 persons or more,Private households,2019,6.5
2330,Leikanger (-2019),1 person,Persons in private households,2019,13.6
2331,Leikanger (-2019),1 person,Private households,2019,32.2
2332,Leikanger (-2019),2 persons,Persons in private households,2019,27.5
2333,Leikanger (-2019),2 persons,Private households,2019,32.6
2334,Leikanger (-2019),3 persons,Persons in private households,2019,16.7
2335,Leikanger (-2019),3 persons,Private households,2019,13.2
2336,Leikanger (-2019),4 persons,Persons in private households,2019,22.6
2337,Leikanger (-2019),4 persons,Private households,2019,13.4
2338,Leikanger (-2019),5 persons or more,Persons in private households,2019,19.7
2339,Leikanger (-2019),5 persons or more,Private households,2019,8.7
2340,Sogndal (-2019),1 person,Persons in private households,2019,21.1
2341,Sogndal (-2019),1 person,Private households,2019,43.8
2342,Sogndal (-2019),2 persons,Persons in private households,2019,28.1
2343,Sogndal (-2019),2 persons,Private households,2019,29.2
2344,Sogndal (-2019),3 persons,Persons in private households,2019,14.9
2345,Sogndal (-2019),3 persons,Private households,2019,10.3
2346,Sogndal (-2019),4 persons,Persons in private households,2019,19.8
2347,Sogndal (-2019),4 persons,Private households,2019,10.3
2348,Sogndal (-2019),5 persons or more,Persons in private households,2019,16.1
2349,Sogndal (-2019),5 persons or more,Private households,2019,6.3
2350,Aurland (-2019),1 person,Persons in private households,2019,17.4
2351,Aurland (-2019),1 person,Private households,2019,38.4
2352,Aurland (-2019),2 persons,Persons in private households,2019,25.6
2353,Aurland (-2019),2 persons,Private households,2019,28.3
2354,Aurland (-2019),3 persons,Persons in private households,2019,20.6
2355,Aurland (-2019),3 persons,Private households,2019,15.2
2356,Aurland (-2019),4 persons,Persons in private households,2019,22.3
2357,Aurland (-2019),4 persons,Private households,2019,12.3
2358,Aurland (-2019),5 persons or more,Persons in private households,2019,14.1
2359,Aurland (-2019),5 persons or more,Private households,2019,5.8
2360,Lærdal (-2019),1 person,Persons in private households,2019,16.9
2361,Lærdal (-2019),1 person,Private households,2019,37.3
2362,Lærdal (-2019),2 persons,Persons in private households,2019,29.0
2363,Lærdal (-2019),2 persons,Private households,2019,32.0
2364,Lærdal (-2019),3 persons,Persons in private households,2019,16.6
2365,Lærdal (-2019),3 persons,Private households,2019,12.2
2366,Lærdal (-2019),4 persons,Persons in private households,2019,21.0
2367,Lærdal (-2019),4 persons,Private households,2019,11.6
2368,Lærdal (-2019),5 persons or more,Persons in private households,2019,16.4
2369,Lærdal (-2019),5 persons or more,Private households,2019,6.9
2370,Årdal (-2019),1 person,Persons in private households,2019,19.2
2371,Årdal (-2019),1 person,Private households,2019,40.0
2372,Årdal (-2019),2 persons,Persons in private households,2019,31.1
2373,Årdal (-2019),2 persons,Private households,2019,32.4
2374,Årdal (-2019),3 persons,Persons in private households,2019,17.4
2375,Årdal (-2019),3 persons,Private households,2019,12.1
2376,Årdal (-2019),4 persons,Persons in private households,2019,21.7
2377,Årdal (-2019),4 persons,Private households,2019,11.3
2378,Årdal (-2019),5 persons or more,Persons in private households,2019,10.5
2379,Årdal (-2019),5 persons or more,Private households,2019,4.3
2380,Luster (-2019),1 person,Persons in private households,2019,15.5
2381,Luster (-2019),1 person,Private households,2019,36.0
2382,Luster (-2019),2 persons,Persons in private households,2019,26.4
2383,Luster (-2019),2 persons,Private households,2019,30.6
2384,Luster (-2019),3 persons,Persons in private households,2019,16.4
2385,Luster (-2019),3 persons,Private households,2019,12.7
2386,Luster (-2019),4 persons,Persons in private households,2019,19.1
2387,Luster (-2019),4 persons,Private households,2019,11.1
2388,Luster (-2019),5 persons or more,Persons in private households,2019,22.5
2389,Luster (-2019),5 persons or more,Private households,2019,9.6
2390,Askvoll (-2019),1 person,Persons in private households,2019,15.6
2391,Askvoll (-2019),1 person,Private households,2019,35.6
2392,Askvoll (-2019),2 persons,Persons in private households,2019,28.8
2393,Askvoll (-2019),2 persons,Private households,2019,32.8
2394,Askvoll (-2019),3 persons,Persons in private households,2019,17.3
2395,Askvoll (-2019),3 persons,Private households,2019,13.1
2396,Askvoll (-2019),4 persons,Persons in private households,2019,16.9
2397,Askvoll (-2019),4 persons,Private households,2019,9.6
2398,Askvoll (-2019),5 persons or more,Persons in private households,2019,21.3
2399,Askvoll (-2019),5 persons or more,Private households,2019,8.9
2400,Fjaler (-2019),1 person,Persons in private households,2019,17.1
2401,Fjaler (-2019),1 person,Private households,2019,39.7
2402,Fjaler (-2019),2 persons,Persons in private households,2019,25.0
2403,Fjaler (-2019),2 persons,Private households,2019,29.0
2404,Fjaler (-2019),3 persons,Persons in private households,2019,13.0
2405,Fjaler (-2019),3 persons,Private households,2019,10.1
2406,Fjaler (-2019),4 persons,Persons in private households,2019,17.7
2407,Fjaler (-2019),4 persons,Private households,2019,10.2
2408,Fjaler (-2019),5 persons or more,Persons in private households,2019,27.2
2409,Fjaler (-2019),5 persons or more,Private households,2019,11.0
2410,Gaular (-2019),1 person,Persons in private households,2019,11.4
2411,Gaular (-2019),1 person,Private households,2019,29.1
2412,Gaular (-2019),2 persons,Persons in private households,2019,23.5
2413,Gaular (-2019),2 persons,Private households,2019,30.1
2414,Gaular (-2019),3 persons,Persons in private households,2019,17.3
2415,Gaular (-2019),3 persons,Private households,2019,14.7
2416,Gaular (-2019),4 persons,Persons in private households,2019,21.4
2417,Gaular (-2019),4 persons,Private households,2019,13.7
2418,Gaular (-2019),5 persons or more,Persons in private households,2019,26.4
2419,Gaular (-2019),5 persons or more,Private households,2019,12.3
2420,Jølster (-2019),1 person,Persons in private households,2019,14.9
2421,Jølster (-2019),1 person,Private households,2019,35.4
2422,Jølster (-2019),2 persons,Persons in private households,2019,24.3
2423,Jølster (-2019),2 persons,Private households,2019,28.8
2424,Jølster (-2019),3 persons,Persons in private households,2019,15.0
2425,Jølster (-2019),3 persons,Private households,2019,11.9
2426,Jølster (-2019),4 persons,Persons in private households,2019,23.0
2427,Jølster (-2019),4 persons,Private households,2019,13.7
2428,Jølster (-2019),5 persons or more,Persons in private households,2019,22.8
2429,Jølster (-2019),5 persons or more,Private households,2019,10.2
2430,Førde (-2019),1 person,Persons in private households,2019,16.8
2431,Førde (-2019),1 person,Private households,2019,38.2
2432,Førde (-2019),2 persons,Persons in private households,2019,25.0
2433,Førde (-2019),2 persons,Private households,2019,28.5
2434,Førde (-2019),3 persons,Persons in private households,2019,16.4
2435,Førde (-2019),3 persons,Private households,2019,12.4
2436,Førde (-2019),4 persons,Persons in private households,2019,21.6
2437,Førde (-2019),4 persons,Private households,2019,12.3
2438,Førde (-2019),5 persons or more,Persons in private households,2019,20.2
2439,Førde (-2019),5 persons or more,Private households,2019,8.6
2440,Naustdal (-2019),1 person,Persons in private households,2019,14.2
2441,Naustdal (-2019),1 person,Private households,2019,33.9
2442,Naustdal (-2019),2 persons,Persons in private households,2019,25.0
2443,Naustdal (-2019),2 persons,Private households,2019,29.9
2444,Naustdal (-2019),3 persons,Persons in private households,2019,16.9
2445,Naustdal (-2019),3 persons,Private households,2019,13.5
2446,Naustdal (-2019),4 persons,Persons in private households,2019,21.3
2447,Naustdal (-2019),4 persons,Private households,2019,12.7
2448,Naustdal (-2019),5 persons or more,Persons in private households,2019,22.6
2449,Naustdal (-2019),5 persons or more,Private households,2019,10.1
2450,Bremanger (-2019),1 person,Persons in private households,2019,16.5
2451,Bremanger (-2019),1 person,Private households,2019,37.3
2452,Bremanger (-2019),2 persons,Persons in private households,2019,28.2
2453,Bremanger (-2019),2 persons,Private households,2019,31.9
2454,Bremanger (-2019),3 persons,Persons in private households,2019,15.3
2455,Bremanger (-2019),3 persons,Private households,2019,11.5
2456,Bremanger (-2019),4 persons,Persons in private households,2019,18.5
2457,Bremanger (-2019),4 persons,Private households,2019,10.5
2458,Bremanger (-2019),5 persons or more,Persons in private households,2019,21.6
2459,Bremanger (-2019),5 persons or more,Private households,2019,8.8
2460,Vågsøy (-2019),1 person,Persons in private households,2019,15.7
2461,Vågsøy (-2019),1 person,Private households,2019,35.9
2462,Vågsøy (-2019),2 persons,Persons in private households,2019,27.1
2463,Vågsøy (-2019),2 persons,Private households,2019,31.0
2464,Vågsøy (-2019),3 persons,Persons in private households,2019,17.2
2465,Vågsøy (-2019),3 persons,Private households,2019,13.1
2466,Vågsøy (-2019),4 persons,Persons in private households,2019,19.5
2467,Vågsøy (-2019),4 persons,Private households,2019,11.2
2468,Vågsøy (-2019),5 persons or more,Persons in private households,2019,20.6
2469,Vågsøy (-2019),5 persons or more,Private households,2019,8.8
2470,Selje (-2019),1 person,Persons in private households,2019,14.8
2471,Selje (-2019),1 person,Private households,2019,34.7
2472,Selje (-2019),2 persons,Persons in private households,2019,26.6
2473,Selje (-2019),2 persons,Private households,2019,31.1
2474,Selje (-2019),3 persons,Persons in private households,2019,18.6
2475,Selje (-2019),3 persons,Private households,2019,14.5
2476,Selje (-2019),4 persons,Persons in private households,2019,17.6
2477,Selje (-2019),4 persons,Private households,2019,10.3
2478,Selje (-2019),5 persons or more,Persons in private households,2019,22.4
2479,Selje (-2019),5 persons or more,Private households,2019,9.3
2480,Eid (-2019),1 person,Persons in private households,2019,14.5
2481,Eid (-2019),1 person,Private households,2019,34.5
2482,Eid (-2019),2 persons,Persons in private households,2019,24.9
2483,Eid (-2019),2 persons,Private households,2019,29.5
2484,Eid (-2019),3 persons,Persons in private households,2019,18.0
2485,Eid (-2019),3 persons,Private households,2019,14.3
2486,Eid (-2019),4 persons,Persons in private households,2019,20.6
2487,Eid (-2019),4 persons,Private households,2019,12.2
2488,Eid (-2019),5 persons or more,Persons in private households,2019,22.1
2489,Eid (-2019),5 persons or more,Private households,2019,9.5
2490,Hornindal (-2019),1 person,Persons in private households,2019,14.1
2491,Hornindal (-2019),1 person,Private households,2019,34.1
2492,Hornindal (-2019),2 persons,Persons in private households,2019,23.6
2493,Hornindal (-2019),2 persons,Private households,2019,28.4
2494,Hornindal (-2019),3 persons,Persons in private households,2019,18.5
2495,Hornindal (-2019),3 persons,Private households,2019,14.9
2496,Hornindal (-2019),4 persons,Persons in private households,2019,17.0
2497,Hornindal (-2019),4 persons,Private households,2019,10.3
2498,Hornindal (-2019),5 persons or more,Persons in private households,2019,26.8
2499,Hornindal (-2019),5 persons or more,Private households,2019,12.3
2500,Gloppen (-2019),1 person,Persons in private households,2019,15.4
2501,Gloppen (-2019),1 person,Private households,2019,36.0
2502,Gloppen (-2019),2 persons,Persons in private households,2019,25.9
2503,Gloppen (-2019),2 persons,Private households,2019,30.3
2504,Gloppen (-2019),3 persons,Persons in private households,2019,15.6
2505,Gloppen (-2019),3 persons,Private households,2019,12.2
2506,Gloppen (-2019),4 persons,Persons in private households,2019,19.3
2507,Gloppen (-2019),4 persons,Private households,2019,11.3
2508,Gloppen (-2019),5 persons or more,Persons in private households,2019,23.8
2509,Gloppen (-2019),5 persons or more,Private households,2019,10.2
2510,Stryn (1977-2019),1 person,Persons in private households,2019,16.0
2511,Stryn (1977-2019),1 person,Private households,2019,37.5
2512,Stryn (1977-2019),2 persons,Persons in private households,2019,24.0
2513,Stryn (1977-2019),2 persons,Private households,2019,28.1
2514,Stryn (1977-2019),3 persons,Persons in private households,2019,15.7
2515,Stryn (1977-2019),3 persons,Private households,2019,12.2
2516,Stryn (1977-2019),4 persons,Persons in private households,2019,21.5
2517,Stryn (1977-2019),4 persons,Private households,2019,12.6
2518,Stryn (1977-2019),5 persons or more,Persons in private households,2019,22.9
2519,Stryn (1977-2019),5 persons or more,Private households,2019,9.7
2520,Molde (-2019),1 person,Persons in private households,2019,19.1
2521,Molde (-2019),1 person,Private households,2019,40.4
2522,Molde (-2019),2 persons,Persons in private households,2019,30.2
2523,Molde (-2019),2 persons,Private households,2019,31.9
2524,Molde (-2019),3 persons,Persons in private households,2019,16.1
2525,Molde (-2019),3 persons,Private households,2019,11.3
2526,Molde (-2019),4 persons,Persons in private households,2019,20.4
