,region,age,type of kindergarten,contents,year,value
5063,Gloppen,Unknown age,Private,Children,2019,0
5064,Stryn,0 years,Municipal,Children,2019,0
5065,Stryn,0 years,County authorities/Government,Children,2019,0
5066,Stryn,0 years,Private,Children,2019,0
5067,Stryn,1 year,Municipal,Children,2019,42
5068,Stryn,1 year,County authorities/Government,Children,2019,0
5069,Stryn,1 year,Private,Children,2019,8
5070,Stryn,2 years,Municipal,Children,2019,65
5071,Stryn,2 years,County authorities/Government,Children,2019,0
5072,Stryn,2 years,Private,Children,2019,8
5073,Stryn,3 years,Municipal,Children,2019,76
5074,Stryn,3 years,County authorities/Government,Children,2019,0
5075,Stryn,3 years,Private,Children,2019,14
5076,Stryn,4 years,Municipal,Children,2019,76
5077,Stryn,4 years,County authorities/Government,Children,2019,0
5078,Stryn,4 years,Private,Children,2019,10
5079,Stryn,5 years,Municipal,Children,2019,68
5080,Stryn,5 years,County authorities/Government,Children,2019,0
5081,Stryn,5 years,Private,Children,2019,7
5082,Stryn,6 years,Municipal,Children,2019,0
5083,Stryn,6 years,County authorities/Government,Children,2019,0
5084,Stryn,6 years,Private,Children,2019,0
5085,Stryn,Unknown age,Municipal,Children,2019,0
5086,Stryn,Unknown age,County authorities/Government,Children,2019,0
5087,Stryn,Unknown age,Private,Children,2019,0
5088,Kristiansund,0 years,Municipal,Children,2019,0
5089,Kristiansund,0 years,County authorities/Government,Children,2019,0
5090,Kristiansund,0 years,Private,Children,2019,14
5091,Kristiansund,1 year,Municipal,Children,2019,60
5092,Kristiansund,1 year,County authorities/Government,Children,2019,0
5093,Kristiansund,1 year,Private,Children,2019,103
5094,Kristiansund,2 years,Municipal,Children,2019,72
5095,Kristiansund,2 years,County authorities/Government,Children,2019,0
5096,Kristiansund,2 years,Private,Children,2019,127
5097,Kristiansund,3 years,Municipal,Children,2019,100
5098,Kristiansund,3 years,County authorities/Government,Children,2019,0
5099,Kristiansund,3 years,Private,Children,2019,109
5100,Kristiansund,4 years,Municipal,Children,2019,84
5101,Kristiansund,4 years,County authorities/Government,Children,2019,0
5102,Kristiansund,4 years,Private,Children,2019,150
5103,Kristiansund,5 years,Municipal,Children,2019,105
5104,Kristiansund,5 years,County authorities/Government,Children,2019,0
5105,Kristiansund,5 years,Private,Children,2019,121
5106,Kristiansund,6 years,Municipal,Children,2019,0
5107,Kristiansund,6 years,County authorities/Government,Children,2019,0
5108,Kristiansund,6 years,Private,Children,2019,1
5109,Kristiansund,Unknown age,Municipal,Children,2019,0
5110,Kristiansund,Unknown age,County authorities/Government,Children,2019,0
5111,Kristiansund,Unknown age,Private,Children,2019,0
5112,Molde,0 years,Municipal,Children,2019,2
5113,Molde,0 years,County authorities/Government,Children,2019,0
5114,Molde,0 years,Private,Children,2019,9
5115,Molde,1 year,Municipal,Children,2019,132
5116,Molde,1 year,County authorities/Government,Children,2019,0
5117,Molde,1 year,Private,Children,2019,142
5118,Molde,2 years,Municipal,Children,2019,128
5119,Molde,2 years,County authorities/Government,Children,2019,0
5120,Molde,2 years,Private,Children,2019,153
5121,Molde,3 years,Municipal,Children,2019,165
5122,Molde,3 years,County authorities/Government,Children,2019,0
5123,Molde,3 years,Private,Children,2019,157
5124,Molde,4 years,Municipal,Children,2019,167
5125,Molde,4 years,County authorities/Government,Children,2019,0
5126,Molde,4 years,Private,Children,2019,184
5127,Molde,5 years,Municipal,Children,2019,161
5128,Molde,5 years,County authorities/Government,Children,2019,0
5129,Molde,5 years,Private,Children,2019,166
5130,Molde,6 years,Municipal,Children,2019,0
5131,Molde,6 years,County authorities/Government,Children,2019,0
5132,Molde,6 years,Private,Children,2019,2
5133,Molde,Unknown age,Municipal,Children,2019,0
5134,Molde,Unknown age,County authorities/Government,Children,2019,0
5135,Molde,Unknown age,Private,Children,2019,0
5136,Ålesund,0 years,Municipal,Children,2019,2
5137,Ålesund,0 years,County authorities/Government,Children,2019,0
5138,Ålesund,0 years,Private,Children,2019,27
5139,Ålesund,1 year,Municipal,Children,2019,178
5140,Ålesund,1 year,County authorities/Government,Children,2019,0
5141,Ålesund,1 year,Private,Children,2019,364
5142,Ålesund,2 years,Municipal,Children,2019,233
5143,Ålesund,2 years,County authorities/Government,Children,2019,0
5144,Ålesund,2 years,Private,Children,2019,470
5145,Ålesund,3 years,Municipal,Children,2019,263
5146,Ålesund,3 years,County authorities/Government,Children,2019,0
5147,Ålesund,3 years,Private,Children,2019,491
5148,Ålesund,4 years,Municipal,Children,2019,251
5149,Ålesund,4 years,County authorities/Government,Children,2019,0
5150,Ålesund,4 years,Private,Children,2019,465
5151,Ålesund,5 years,Municipal,Children,2019,274
5152,Ålesund,5 years,County authorities/Government,Children,2019,0
5153,Ålesund,5 years,Private,Children,2019,463
5154,Ålesund,6 years,Municipal,Children,2019,1
5155,Ålesund,6 years,County authorities/Government,Children,2019,0
5156,Ålesund,6 years,Private,Children,2019,4
5157,Ålesund,Unknown age,Municipal,Children,2019,0
5158,Ålesund,Unknown age,County authorities/Government,Children,2019,0
5159,Ålesund,Unknown age,Private,Children,2019,0
5160,Vanylven,0 years,Municipal,Children,2019,1
5161,Vanylven,0 years,County authorities/Government,Children,2019,0
5162,Vanylven,0 years,Private,Children,2019,1
5163,Vanylven,1 year,Municipal,Children,2019,7
5164,Vanylven,1 year,County authorities/Government,Children,2019,0
5165,Vanylven,1 year,Private,Children,2019,8
5166,Vanylven,2 years,Municipal,Children,2019,16
5167,Vanylven,2 years,County authorities/Government,Children,2019,0
5168,Vanylven,2 years,Private,Children,2019,15
5169,Vanylven,3 years,Municipal,Children,2019,7
5170,Vanylven,3 years,County authorities/Government,Children,2019,0
5171,Vanylven,3 years,Private,Children,2019,16
5172,Vanylven,4 years,Municipal,Children,2019,8
5173,Vanylven,4 years,County authorities/Government,Children,2019,0
5174,Vanylven,4 years,Private,Children,2019,9
5175,Vanylven,5 years,Municipal,Children,2019,15
5176,Vanylven,5 years,County authorities/Government,Children,2019,0
5177,Vanylven,5 years,Private,Children,2019,9
5178,Vanylven,6 years,Municipal,Children,2019,0
5179,Vanylven,6 years,County authorities/Government,Children,2019,0
5180,Vanylven,6 years,Private,Children,2019,0
5181,Vanylven,Unknown age,Municipal,Children,2019,0
5182,Vanylven,Unknown age,County authorities/Government,Children,2019,0
5183,Vanylven,Unknown age,Private,Children,2019,0
5184,Sande,0 years,Municipal,Children,2019,0
5185,Sande,0 years,County authorities/Government,Children,2019,0
5186,Sande,0 years,Private,Children,2019,0
5187,Sande,1 year,Municipal,Children,2019,11
5188,Sande,1 year,County authorities/Government,Children,2019,0
5189,Sande,1 year,Private,Children,2019,0
5190,Sande,2 years,Municipal,Children,2019,25
5191,Sande,2 years,County authorities/Government,Children,2019,0
5192,Sande,2 years,Private,Children,2019,0
5193,Sande,3 years,Municipal,Children,2019,19
5194,Sande,3 years,County authorities/Government,Children,2019,0
5195,Sande,3 years,Private,Children,2019,0
5196,Sande,4 years,Municipal,Children,2019,15
5197,Sande,4 years,County authorities/Government,Children,2019,0
5198,Sande,4 years,Private,Children,2019,0
5199,Sande,5 years,Municipal,Children,2019,19
5200,Sande,5 years,County authorities/Government,Children,2019,0
5201,Sande,5 years,Private,Children,2019,0
5202,Sande,6 years,Municipal,Children,2019,0
5203,Sande,6 years,County authorities/Government,Children,2019,0
5204,Sande,6 years,Private,Children,2019,0
5205,Sande,Unknown age,Municipal,Children,2019,0
5206,Sande,Unknown age,County authorities/Government,Children,2019,0
5207,Sande,Unknown age,Private,Children,2019,0
5208,Herøy (Møre og Romsdal),0 years,Municipal,Children,2019,2
5209,Herøy (Møre og Romsdal),0 years,County authorities/Government,Children,2019,0
5210,Herøy (Møre og Romsdal),0 years,Private,Children,2019,7
5211,Herøy (Møre og Romsdal),1 year,Municipal,Children,2019,14
5212,Herøy (Møre og Romsdal),1 year,County authorities/Government,Children,2019,0
5213,Herøy (Møre og Romsdal),1 year,Private,Children,2019,51
5214,Herøy (Møre og Romsdal),2 years,Municipal,Children,2019,26
5215,Herøy (Møre og Romsdal),2 years,County authorities/Government,Children,2019,0
5216,Herøy (Møre og Romsdal),2 years,Private,Children,2019,71
5217,Herøy (Møre og Romsdal),3 years,Municipal,Children,2019,29
5218,Herøy (Møre og Romsdal),3 years,County authorities/Government,Children,2019,0
5219,Herøy (Møre og Romsdal),3 years,Private,Children,2019,52
5220,Herøy (Møre og Romsdal),4 years,Municipal,Children,2019,22
5221,Herøy (Møre og Romsdal),4 years,County authorities/Government,Children,2019,0
5222,Herøy (Møre og Romsdal),4 years,Private,Children,2019,68
5223,Herøy (Møre og Romsdal),5 years,Municipal,Children,2019,24
5224,Herøy (Møre og Romsdal),5 years,County authorities/Government,Children,2019,0
5225,Herøy (Møre og Romsdal),5 years,Private,Children,2019,78
5226,Herøy (Møre og Romsdal),6 years,Municipal,Children,2019,1
5227,Herøy (Møre og Romsdal),6 years,County authorities/Government,Children,2019,0
5228,Herøy (Møre og Romsdal),6 years,Private,Children,2019,0
5229,Herøy (Møre og Romsdal),Unknown age,Municipal,Children,2019,0
5230,Herøy (Møre og Romsdal),Unknown age,County authorities/Government,Children,2019,0
5231,Herøy (Møre og Romsdal),Unknown age,Private,Children,2019,0
5232,Ulstein,0 years,Municipal,Children,2019,0
5233,Ulstein,0 years,County authorities/Government,Children,2019,0
5234,Ulstein,0 years,Private,Children,2019,12
5235,Ulstein,1 year,Municipal,Children,2019,10
5236,Ulstein,1 year,County authorities/Government,Children,2019,0
5237,Ulstein,1 year,Private,Children,2019,64
5238,Ulstein,2 years,Municipal,Children,2019,12
5239,Ulstein,2 years,County authorities/Government,Children,2019,0
5240,Ulstein,2 years,Private,Children,2019,92
5241,Ulstein,3 years,Municipal,Children,2019,11
5242,Ulstein,3 years,County authorities/Government,Children,2019,0
5243,Ulstein,3 years,Private,Children,2019,67
5244,Ulstein,4 years,Municipal,Children,2019,7
5245,Ulstein,4 years,County authorities/Government,Children,2019,0
5246,Ulstein,4 years,Private,Children,2019,102
5247,Ulstein,5 years,Municipal,Children,2019,21
5248,Ulstein,5 years,County authorities/Government,Children,2019,0
5249,Ulstein,5 years,Private,Children,2019,79
5250,Ulstein,6 years,Municipal,Children,2019,0
5251,Ulstein,6 years,County authorities/Government,Children,2019,0
5252,Ulstein,6 years,Private,Children,2019,0
5253,Ulstein,Unknown age,Municipal,Children,2019,0
5254,Ulstein,Unknown age,County authorities/Government,Children,2019,0
5255,Ulstein,Unknown age,Private,Children,2019,0
5256,Hareid,0 years,Municipal,Children,2019,0
5257,Hareid,0 years,County authorities/Government,Children,2019,0
5258,Hareid,0 years,Private,Children,2019,1
5259,Hareid,1 year,Municipal,Children,2019,26
5260,Hareid,1 year,County authorities/Government,Children,2019,0
5261,Hareid,1 year,Private,Children,2019,13
5262,Hareid,2 years,Municipal,Children,2019,37
5263,Hareid,2 years,County authorities/Government,Children,2019,0
5264,Hareid,2 years,Private,Children,2019,34
5265,Hareid,3 years,Municipal,Children,2019,22
5266,Hareid,3 years,County authorities/Government,Children,2019,0
5267,Hareid,3 years,Private,Children,2019,34
5268,Hareid,4 years,Municipal,Children,2019,39
5269,Hareid,4 years,County authorities/Government,Children,2019,0
5270,Hareid,4 years,Private,Children,2019,31
5271,Hareid,5 years,Municipal,Children,2019,33
5272,Hareid,5 years,County authorities/Government,Children,2019,0
5273,Hareid,5 years,Private,Children,2019,32
5274,Hareid,6 years,Municipal,Children,2019,1
5275,Hareid,6 years,County authorities/Government,Children,2019,0
5276,Hareid,6 years,Private,Children,2019,0
5277,Hareid,Unknown age,Municipal,Children,2019,0
5278,Hareid,Unknown age,County authorities/Government,Children,2019,0
5279,Hareid,Unknown age,Private,Children,2019,0
5280,Ørsta,0 years,Municipal,Children,2019,3
5281,Ørsta,0 years,County authorities/Government,Children,2019,0
5282,Ørsta,0 years,Private,Children,2019,0
5283,Ørsta,1 year,Municipal,Children,2019,71
5284,Ørsta,1 year,County authorities/Government,Children,2019,0
5285,Ørsta,1 year,Private,Children,2019,33
5286,Ørsta,2 years,Municipal,Children,2019,60
5287,Ørsta,2 years,County authorities/Government,Children,2019,0
5288,Ørsta,2 years,Private,Children,2019,48
5289,Ørsta,3 years,Municipal,Children,2019,68
5290,Ørsta,3 years,County authorities/Government,Children,2019,0
5291,Ørsta,3 years,Private,Children,2019,40
5292,Ørsta,4 years,Municipal,Children,2019,80
5293,Ørsta,4 years,County authorities/Government,Children,2019,0
5294,Ørsta,4 years,Private,Children,2019,44
5295,Ørsta,5 years,Municipal,Children,2019,67
5296,Ørsta,5 years,County authorities/Government,Children,2019,0
5297,Ørsta,5 years,Private,Children,2019,51
5298,Ørsta,6 years,Municipal,Children,2019,0
5299,Ørsta,6 years,County authorities/Government,Children,2019,0
5300,Ørsta,6 years,Private,Children,2019,0
5301,Ørsta,Unknown age,Municipal,Children,2019,0
5302,Ørsta,Unknown age,County authorities/Government,Children,2019,0
5303,Ørsta,Unknown age,Private,Children,2019,0
5304,Stranda,0 years,Municipal,Children,2019,2
5305,Stranda,0 years,County authorities/Government,Children,2019,0
5306,Stranda,0 years,Private,Children,2019,2
5307,Stranda,1 year,Municipal,Children,2019,21
5308,Stranda,1 year,County authorities/Government,Children,2019,0
5309,Stranda,1 year,Private,Children,2019,19
5310,Stranda,2 years,Municipal,Children,2019,24
5311,Stranda,2 years,County authorities/Government,Children,2019,0
5312,Stranda,2 years,Private,Children,2019,10
5313,Stranda,3 years,Municipal,Children,2019,25
5314,Stranda,3 years,County authorities/Government,Children,2019,0
5315,Stranda,3 years,Private,Children,2019,10
5316,Stranda,4 years,Municipal,Children,2019,29
5317,Stranda,4 years,County authorities/Government,Children,2019,0
5318,Stranda,4 years,Private,Children,2019,17
5319,Stranda,5 years,Municipal,Children,2019,24
5320,Stranda,5 years,County authorities/Government,Children,2019,0
5321,Stranda,5 years,Private,Children,2019,10
5322,Stranda,6 years,Municipal,Children,2019,0
5323,Stranda,6 years,County authorities/Government,Children,2019,0
5324,Stranda,6 years,Private,Children,2019,0
5325,Stranda,Unknown age,Municipal,Children,2019,0
5326,Stranda,Unknown age,County authorities/Government,Children,2019,0
5327,Stranda,Unknown age,Private,Children,2019,0
5328,Sykkylven,0 years,Municipal,Children,2019,1
5329,Sykkylven,0 years,County authorities/Government,Children,2019,0
5330,Sykkylven,0 years,Private,Children,2019,0
5331,Sykkylven,1 year,Municipal,Children,2019,23
5332,Sykkylven,1 year,County authorities/Government,Children,2019,0
5333,Sykkylven,1 year,Private,Children,2019,24
5334,Sykkylven,2 years,Municipal,Children,2019,29
5335,Sykkylven,2 years,County authorities/Government,Children,2019,0
5336,Sykkylven,2 years,Private,Children,2019,30
5337,Sykkylven,3 years,Municipal,Children,2019,39
5338,Sykkylven,3 years,County authorities/Government,Children,2019,0
5339,Sykkylven,3 years,Private,Children,2019,40
5340,Sykkylven,4 years,Municipal,Children,2019,46
5341,Sykkylven,4 years,County authorities/Government,Children,2019,0
5342,Sykkylven,4 years,Private,Children,2019,45
5343,Sykkylven,5 years,Municipal,Children,2019,48
5344,Sykkylven,5 years,County authorities/Government,Children,2019,0
5345,Sykkylven,5 years,Private,Children,2019,35
5346,Sykkylven,6 years,Municipal,Children,2019,0
5347,Sykkylven,6 years,County authorities/Government,Children,2019,0
5348,Sykkylven,6 years,Private,Children,2019,0
5349,Sykkylven,Unknown age,Municipal,Children,2019,0
5350,Sykkylven,Unknown age,County authorities/Government,Children,2019,0
5351,Sykkylven,Unknown age,Private,Children,2019,0
5352,Sula,0 years,Municipal,Children,2019,4
5353,Sula,0 years,County authorities/Government,Children,2019,0
5354,Sula,0 years,Private,Children,2019,5
5355,Sula,1 year,Municipal,Children,2019,38
5356,Sula,1 year,County authorities/Government,Children,2019,0
5357,Sula,1 year,Private,Children,2019,60
5358,Sula,2 years,Municipal,Children,2019,56
5359,Sula,2 years,County authorities/Government,Children,2019,0
5360,Sula,2 years,Private,Children,2019,77
5361,Sula,3 years,Municipal,Children,2019,64
5362,Sula,3 years,County authorities/Government,Children,2019,0
5363,Sula,3 years,Private,Children,2019,71
5364,Sula,4 years,Municipal,Children,2019,55
5365,Sula,4 years,County authorities/Government,Children,2019,0
5366,Sula,4 years,Private,Children,2019,65
5367,Sula,5 years,Municipal,Children,2019,58
5368,Sula,5 years,County authorities/Government,Children,2019,0
5369,Sula,5 years,Private,Children,2019,77
5370,Sula,6 years,Municipal,Children,2019,0
5371,Sula,6 years,County authorities/Government,Children,2019,0
5372,Sula,6 years,Private,Children,2019,0
5373,Sula,Unknown age,Municipal,Children,2019,0
5374,Sula,Unknown age,County authorities/Government,Children,2019,0
5375,Sula,Unknown age,Private,Children,2019,0
5376,Giske,0 years,Municipal,Children,2019,0
5377,Giske,0 years,County authorities/Government,Children,2019,0
5378,Giske,0 years,Private,Children,2019,7
5379,Giske,1 year,Municipal,Children,2019,13
5380,Giske,1 year,County authorities/Government,Children,2019,0
5381,Giske,1 year,Private,Children,2019,64
5382,Giske,2 years,Municipal,Children,2019,23
5383,Giske,2 years,County authorities/Government,Children,2019,0
5384,Giske,2 years,Private,Children,2019,101
5385,Giske,3 years,Municipal,Children,2019,26
5386,Giske,3 years,County authorities/Government,Children,2019,0
5387,Giske,3 years,Private,Children,2019,90
5388,Giske,4 years,Municipal,Children,2019,31
5389,Giske,4 years,County authorities/Government,Children,2019,0
5390,Giske,4 years,Private,Children,2019,93
5391,Giske,5 years,Municipal,Children,2019,31
5392,Giske,5 years,County authorities/Government,Children,2019,0
5393,Giske,5 years,Private,Children,2019,102
5394,Giske,6 years,Municipal,Children,2019,2
5395,Giske,6 years,County authorities/Government,Children,2019,0
5396,Giske,6 years,Private,Children,2019,0
5397,Giske,Unknown age,Municipal,Children,2019,0
5398,Giske,Unknown age,County authorities/Government,Children,2019,0
5399,Giske,Unknown age,Private,Children,2019,0
5400,Vestnes,0 years,Municipal,Children,2019,0
5401,Vestnes,0 years,County authorities/Government,Children,2019,0
5402,Vestnes,0 years,Private,Children,2019,2
5403,Vestnes,1 year,Municipal,Children,2019,36
5404,Vestnes,1 year,County authorities/Government,Children,2019,0
5405,Vestnes,1 year,Private,Children,2019,7
5406,Vestnes,2 years,Municipal,Children,2019,36
5407,Vestnes,2 years,County authorities/Government,Children,2019,0
5408,Vestnes,2 years,Private,Children,2019,11
5409,Vestnes,3 years,Municipal,Children,2019,47
5410,Vestnes,3 years,County authorities/Government,Children,2019,0
5411,Vestnes,3 years,Private,Children,2019,21
5412,Vestnes,4 years,Municipal,Children,2019,61
5413,Vestnes,4 years,County authorities/Government,Children,2019,0
5414,Vestnes,4 years,Private,Children,2019,9
5415,Vestnes,5 years,Municipal,Children,2019,50
5416,Vestnes,5 years,County authorities/Government,Children,2019,0
5417,Vestnes,5 years,Private,Children,2019,13
5418,Vestnes,6 years,Municipal,Children,2019,0
5419,Vestnes,6 years,County authorities/Government,Children,2019,0
5420,Vestnes,6 years,Private,Children,2019,0
5421,Vestnes,Unknown age,Municipal,Children,2019,0
5422,Vestnes,Unknown age,County authorities/Government,Children,2019,0
5423,Vestnes,Unknown age,Private,Children,2019,0
5424,Rauma,0 years,Municipal,Children,2019,0
5425,Rauma,0 years,County authorities/Government,Children,2019,0
5426,Rauma,0 years,Private,Children,2019,0
5427,Rauma,1 year,Municipal,Children,2019,22
5428,Rauma,1 year,County authorities/Government,Children,2019,0
5429,Rauma,1 year,Private,Children,2019,20
5430,Rauma,2 years,Municipal,Children,2019,44
5431,Rauma,2 years,County authorities/Government,Children,2019,0
5432,Rauma,2 years,Private,Children,2019,46
5433,Rauma,3 years,Municipal,Children,2019,28
5434,Rauma,3 years,County authorities/Government,Children,2019,0
5435,Rauma,3 years,Private,Children,2019,50
5436,Rauma,4 years,Municipal,Children,2019,42
5437,Rauma,4 years,County authorities/Government,Children,2019,0
5438,Rauma,4 years,Private,Children,2019,36
5439,Rauma,5 years,Municipal,Children,2019,32
5440,Rauma,5 years,County authorities/Government,Children,2019,0
5441,Rauma,5 years,Private,Children,2019,35
5442,Rauma,6 years,Municipal,Children,2019,1
5443,Rauma,6 years,County authorities/Government,Children,2019,0
5444,Rauma,6 years,Private,Children,2019,0
5445,Rauma,Unknown age,Municipal,Children,2019,0
5446,Rauma,Unknown age,County authorities/Government,Children,2019,0
5447,Rauma,Unknown age,Private,Children,2019,0
5448,Aukra,0 years,Municipal,Children,2019,0
5449,Aukra,0 years,County authorities/Government,Children,2019,0
5450,Aukra,0 years,Private,Children,2019,0
5451,Aukra,1 year,Municipal,Children,2019,20
5452,Aukra,1 year,County authorities/Government,Children,2019,0
5453,Aukra,1 year,Private,Children,2019,0
5454,Aukra,2 years,Municipal,Children,2019,31
5455,Aukra,2 years,County authorities/Government,Children,2019,0
5456,Aukra,2 years,Private,Children,2019,0
5457,Aukra,3 years,Municipal,Children,2019,37
5458,Aukra,3 years,County authorities/Government,Children,2019,0
5459,Aukra,3 years,Private,Children,2019,0
5460,Aukra,4 years,Municipal,Children,2019,28
5461,Aukra,4 years,County authorities/Government,Children,2019,0
5462,Aukra,4 years,Private,Children,2019,0
5463,Aukra,5 years,Municipal,Children,2019,33
5464,Aukra,5 years,County authorities/Government,Children,2019,0
5465,Aukra,5 years,Private,Children,2019,0
5466,Aukra,6 years,Municipal,Children,2019,2
5467,Aukra,6 years,County authorities/Government,Children,2019,0
5468,Aukra,6 years,Private,Children,2019,0
5469,Aukra,Unknown age,Municipal,Children,2019,0
5470,Aukra,Unknown age,County authorities/Government,Children,2019,0
5471,Aukra,Unknown age,Private,Children,2019,0
5472,Averøy,0 years,Municipal,Children,2019,0
5473,Averøy,0 years,County authorities/Government,Children,2019,0
5474,Averøy,0 years,Private,Children,2019,1
5475,Averøy,1 year,Municipal,Children,2019,16
5476,Averøy,1 year,County authorities/Government,Children,2019,0
5477,Averøy,1 year,Private,Children,2019,27
5478,Averøy,2 years,Municipal,Children,2019,17
5479,Averøy,2 years,County authorities/Government,Children,2019,0
5480,Averøy,2 years,Private,Children,2019,38
5481,Averøy,3 years,Municipal,Children,2019,15
5482,Averøy,3 years,County authorities/Government,Children,2019,0
5483,Averøy,3 years,Private,Children,2019,27
5484,Averøy,4 years,Municipal,Children,2019,17
5485,Averøy,4 years,County authorities/Government,Children,2019,0
5486,Averøy,4 years,Private,Children,2019,35
5487,Averøy,5 years,Municipal,Children,2019,24
5488,Averøy,5 years,County authorities/Government,Children,2019,0
5489,Averøy,5 years,Private,Children,2019,41
5490,Averøy,6 years,Municipal,Children,2019,0
5491,Averøy,6 years,County authorities/Government,Children,2019,0
5492,Averøy,6 years,Private,Children,2019,0
5493,Averøy,Unknown age,Municipal,Children,2019,0
5494,Averøy,Unknown age,County authorities/Government,Children,2019,0
5495,Averøy,Unknown age,Private,Children,2019,0
5496,Gjemnes,0 years,Municipal,Children,2019,0
5497,Gjemnes,0 years,County authorities/Government,Children,2019,0
5498,Gjemnes,0 years,Private,Children,2019,0
5499,Gjemnes,1 year,Municipal,Children,2019,12
5500,Gjemnes,1 year,County authorities/Government,Children,2019,0
5501,Gjemnes,1 year,Private,Children,2019,9
5502,Gjemnes,2 years,Municipal,Children,2019,21
5503,Gjemnes,2 years,County authorities/Government,Children,2019,0
5504,Gjemnes,2 years,Private,Children,2019,11
5505,Gjemnes,3 years,Municipal,Children,2019,20
5506,Gjemnes,3 years,County authorities/Government,Children,2019,0
5507,Gjemnes,3 years,Private,Children,2019,8
5508,Gjemnes,4 years,Municipal,Children,2019,18
5509,Gjemnes,4 years,County authorities/Government,Children,2019,0
5510,Gjemnes,4 years,Private,Children,2019,8
5511,Gjemnes,5 years,Municipal,Children,2019,21
5512,Gjemnes,5 years,County authorities/Government,Children,2019,0
5513,Gjemnes,5 years,Private,Children,2019,8
5514,Gjemnes,6 years,Municipal,Children,2019,0
5515,Gjemnes,6 years,County authorities/Government,Children,2019,0
5516,Gjemnes,6 years,Private,Children,2019,0
5517,Gjemnes,Unknown age,Municipal,Children,2019,0
5518,Gjemnes,Unknown age,County authorities/Government,Children,2019,0
5519,Gjemnes,Unknown age,Private,Children,2019,0
5520,Tingvoll,0 years,Municipal,Children,2019,0
5521,Tingvoll,0 years,County authorities/Government,Children,2019,0
5522,Tingvoll,0 years,Private,Children,2019,0
5523,Tingvoll,1 year,Municipal,Children,2019,19
5524,Tingvoll,1 year,County authorities/Government,Children,2019,0
5525,Tingvoll,1 year,Private,Children,2019,0
5526,Tingvoll,2 years,Municipal,Children,2019,26
5527,Tingvoll,2 years,County authorities/Government,Children,2019,0
5528,Tingvoll,2 years,Private,Children,2019,0
5529,Tingvoll,3 years,Municipal,Children,2019,30
5530,Tingvoll,3 years,County authorities/Government,Children,2019,0
5531,Tingvoll,3 years,Private,Children,2019,0
5532,Tingvoll,4 years,Municipal,Children,2019,24
5533,Tingvoll,4 years,County authorities/Government,Children,2019,0
5534,Tingvoll,4 years,Private,Children,2019,0
5535,Tingvoll,5 years,Municipal,Children,2019,34
5536,Tingvoll,5 years,County authorities/Government,Children,2019,0
5537,Tingvoll,5 years,Private,Children,2019,0
5538,Tingvoll,6 years,Municipal,Children,2019,0
5539,Tingvoll,6 years,County authorities/Government,Children,2019,0
5540,Tingvoll,6 years,Private,Children,2019,0
5541,Tingvoll,Unknown age,Municipal,Children,2019,0
5542,Tingvoll,Unknown age,County authorities/Government,Children,2019,0
5543,Tingvoll,Unknown age,Private,Children,2019,0
5544,Sunndal,0 years,Municipal,Children,2019,1
5545,Sunndal,0 years,County authorities/Government,Children,2019,0
5546,Sunndal,0 years,Private,Children,2019,0
5547,Sunndal,1 year,Municipal,Children,2019,44
5548,Sunndal,1 year,County authorities/Government,Children,2019,0
5549,Sunndal,1 year,Private,Children,2019,0
5550,Sunndal,2 years,Municipal,Children,2019,73
5551,Sunndal,2 years,County authorities/Government,Children,2019,0
5552,Sunndal,2 years,Private,Children,2019,0
5553,Sunndal,3 years,Municipal,Children,2019,64
5554,Sunndal,3 years,County authorities/Government,Children,2019,0
5555,Sunndal,3 years,Private,Children,2019,0
5556,Sunndal,4 years,Municipal,Children,2019,74
5557,Sunndal,4 years,County authorities/Government,Children,2019,0
5558,Sunndal,4 years,Private,Children,2019,0
5559,Sunndal,5 years,Municipal,Children,2019,86
5560,Sunndal,5 years,County authorities/Government,Children,2019,0
5561,Sunndal,5 years,Private,Children,2019,0
5562,Sunndal,6 years,Municipal,Children,2019,0
5563,Sunndal,6 years,County authorities/Government,Children,2019,0
5564,Sunndal,6 years,Private,Children,2019,0
5565,Sunndal,Unknown age,Municipal,Children,2019,0
5566,Sunndal,Unknown age,County authorities/Government,Children,2019,0
5567,Sunndal,Unknown age,Private,Children,2019,0
5568,Surnadal,0 years,Municipal,Children,2019,0
5569,Surnadal,0 years,County authorities/Government,Children,2019,0
5570,Surnadal,0 years,Private,Children,2019,0
5571,Surnadal,1 year,Municipal,Children,2019,32
5572,Surnadal,1 year,County authorities/Government,Children,2019,0
5573,Surnadal,1 year,Private,Children,2019,3
5574,Surnadal,2 years,Municipal,Children,2019,44
5575,Surnadal,2 years,County authorities/Government,Children,2019,0
5576,Surnadal,2 years,Private,Children,2019,8
5577,Surnadal,3 years,Municipal,Children,2019,54
5578,Surnadal,3 years,County authorities/Government,Children,2019,0
5579,Surnadal,3 years,Private,Children,2019,13
5580,Surnadal,4 years,Municipal,Children,2019,55
5581,Surnadal,4 years,County authorities/Government,Children,2019,0
5582,Surnadal,4 years,Private,Children,2019,6
5583,Surnadal,5 years,Municipal,Children,2019,48
5584,Surnadal,5 years,County authorities/Government,Children,2019,0
5585,Surnadal,5 years,Private,Children,2019,10
5586,Surnadal,6 years,Municipal,Children,2019,1
5587,Surnadal,6 years,County authorities/Government,Children,2019,0
5588,Surnadal,6 years,Private,Children,2019,0
