,NSRId,OrgNr,Navn,Karakteristikk,FulltNavn,KommuneNavn,Epost,ErAktiv,ErSkole,ErSkoleEier,ErGrunnSkole,ErPrivatSkole,ErOffentligSkole,ErVideregaaendeSkole,VisesPaaWeb,KommuneNr,FylkeNr,EndretDato
7386,1007536,975285987,Festo skule,,Festo skule ,Lindås,festo.skule@lindas.kommune.no,False,True,False,True,False,True,False,True,1263,12,2020-05-11T07:01:15.8
7387,1007537,975285995,Skodvin skule,,Skodvin skule ,Lindås,skodvin.skule@lindas.kommune.no,False,True,False,True,False,True,False,True,1263,12,2020-05-11T07:01:15.83
7388,1008627,979646372,Ppt for Nordhordland,,Ppt for Nordhordland ,Lindås,,False,True,False,False,False,True,False,True,1263,12,2020-05-11T07:01:15.867
7389,1010091,991144021,Pp-Tenesta,,Pp-Tenesta ,Lindås,,False,True,False,False,False,True,False,True,1263,12,2020-05-11T07:01:15.89
7390,1010182,992126914,Alversund skule Alternativ Opplæring,,Alversund skule Alternativ Opplæring ,Lindås,,False,True,False,False,False,True,False,True,1263,12,2020-05-11T07:01:16.04
7391,1001488,935084733,Lindås kommune,,Lindås kommune ,Lindås,postmottak@lindas.kommune.no,False,False,True,False,False,False,False,True,1263,12,2020-05-11T07:01:16.56
7392,1005365,974586088,Meland kommune Vaksenopplæring,,Meland kommune Vaksenopplæring ,Meland,postmottak@meland.kommune.no,False,True,False,False,False,True,False,True,1256,12,2020-05-11T07:01:16.93
7393,1008983,983795889,Meland kulturskule,,Meland kulturskule ,Meland,kulturskulen@meland.kommune.no,False,True,False,False,False,True,False,True,1256,12,2020-05-11T07:01:17.06
7394,1012490,914408873,Meland kommune,Spesialundervisning barnehage,Meland kommune Spesialundervisning barnehage,Meland,,False,True,False,False,False,True,False,True,1256,12,2020-05-11T07:01:17.227
7395,1001681,951549770,Meland kommune,,Meland kommune ,Meland,postmottak@meland.kommune.no,False,False,True,False,False,False,False,True,1256,12,2020-05-11T07:01:17.707
7396,1010104,991344918,Ppt-Tenesta,,Ppt-Tenesta ,Radøy,,False,True,False,False,False,True,False,True,1260,12,2020-05-11T07:01:17.96
7397,1008297,976674030,Radøy Musikk- og kulturskule,,Radøy Musikk- og kulturskule ,Radøy,,False,True,False,False,False,True,False,True,1260,12,2020-05-11T07:01:18.077
7398,1001696,954748634,Radøy kommune,,Radøy kommune ,Radøy,postmottak@radoy.kommune.no,False,False,True,False,False,False,False,True,1260,12,2020-05-11T07:01:18.64
7399,1007669,975287793,Pollen skule,,Pollen skule ,Sund,,False,True,False,True,False,True,False,True,1245,12,2020-05-11T07:01:19.197
7400,1007668,975287785,Sund skule,,Sund skule ,Sund,,False,True,False,True,False,True,False,True,1245,12,2020-05-11T07:01:19.23
7401,1007670,975287807,Tofterøy skule,,Tofterøy skule ,Sund,,False,True,False,True,False,True,False,True,1245,12,2020-05-11T07:01:19.267
7402,1008920,983415490,Pedagogisk Psykologisk Teneste,,Pedagogisk Psykologisk Teneste ,Sund,,False,True,False,False,False,True,False,True,1245,12,2020-05-11T07:01:19.3
7403,1007672,975287823,Glesnes skule,,Glesnes skule ,Sund,,False,True,False,True,False,True,False,True,1245,12,2020-05-11T07:01:19.49
7404,1004533,973958909,Sund Musikk- og kulturskole,,Sund Musikk- og kulturskole ,Sund,sun-m@online.no,False,True,False,False,False,True,False,True,1245,12,2020-05-11T07:01:19.667
7405,1001786,964338809,Sund kommune,,Sund kommune ,Sund,post@sund.kommune.no,False,False,True,False,False,False,False,True,1245,12,2020-05-11T07:01:20.087
7406,1008102,975320189,Hjelme oppvekstsenter,Avdeling Alvheim skule,Hjelme oppvekstsenter Avdeling Alvheim skule,Øygarden,rektor.alvheim@oygarden.kommune.no,False,True,False,True,False,True,False,True,1259,12,2020-05-11T07:01:20.56
7407,1003741,875286102,Hjelme oppvekstsenter,Avdeling Bakken skule,Hjelme oppvekstsenter Avdeling Bakken skule,Øygarden,bakken.skule@oygarden.kommune.no,False,True,False,True,False,True,False,True,1259,12,2020-05-11T07:01:20.58
7408,1010702,883795202,Ppt-Kontoret,,Ppt-Kontoret ,Øygarden,,False,True,False,False,False,True,False,True,1259,12,2020-05-11T07:01:20.767
7409,1009212,985921326,Øygarden Musikkskule,,Øygarden Musikkskule ,Øygarden,,False,True,False,False,False,True,False,True,1259,12,2020-05-11T07:01:20.937
7410,1009819,988886726,Vaksenopplæringa i Øygarden,,Vaksenopplæringa i Øygarden ,Øygarden,,False,True,False,False,False,True,False,True,1259,12,2020-05-11T07:01:21.1
7411,1001526,938766223,Øygarden kommune,,Øygarden kommune ,Øygarden,post@oygarden.kommune.no,False,False,True,False,False,False,False,True,1259,12,2020-05-11T07:01:21.577
7412,1009630,987978910,Ppt skole,,Ppt skole ,Nedre Eiker,,False,True,False,False,False,True,False,True,0625,06,2020-05-11T07:01:22.127
7413,1010685,874558982,Pedagogisk Psykologisk Tjenestekontor,,Pedagogisk Psykologisk Tjenestekontor ,Røyken,,False,True,False,False,False,True,False,True,0627,06,2020-05-11T07:01:23.497
7414,1004386,973746766,Røyken kulturskole,,Røyken kulturskole ,Røyken,,False,True,False,False,False,True,False,True,0627,06,2020-05-11T07:01:23.687
7415,1001522,938709866,Røyken kommune,,Røyken kommune ,Røyken,postmottak@royken.kommune.no,False,False,True,False,False,False,False,True,0627,06,2020-05-11T07:01:24.597
7416,1006324,975268713,Berger skole,,Berger skole ,Svelvik,berger.skole@svelvik.kommune.no,False,True,False,True,False,True,False,True,0711,07,2020-05-11T07:01:25.437
7417,1005041,974561859,Ebbestad skole,,Ebbestad skole ,Svelvik,ebbestad.skole@svelvik.kommune.no,False,True,False,True,False,True,False,True,0711,07,2020-05-11T07:01:25.47
7418,1008350,976824334,Sande kulturskole,,Sande kulturskole ,Sande,sankult@online.no,False,True,False,False,False,True,False,True,0713,07,2020-05-11T07:01:26.65
7419,1001530,938971471,Sande kommune,,Sande kommune ,Sande,postmottak@sande-ve.kommune.no,False,False,True,False,False,False,False,True,0713,07,2020-05-11T07:01:27.007
7420,1008342,976823389,Voksenopplæringen,,Voksenopplæringen ,Drammen,,False,True,False,False,False,True,False,True,0602,06,2020-05-11T07:01:27.697
7421,1010866,976823524,Resurssenter Med Pedagogisk Psykologisk Tjeneste,,Resurssenter Med Pedagogisk Psykologisk Tjeneste ,Drammen,,False,True,False,False,False,True,False,True,0602,06,2020-05-11T07:01:28.037
7422,1010843,975318591,Nøsted skole,,Nøsted skole ,Drammen,yvonne.julseth@drammen.kommune.no,False,True,False,True,False,True,False,True,0602,06,2020-05-11T07:01:28.06
7423,1010693,875284452,Strømsø skole,,Strømsø skole ,Drammen,stromso.skole@drammen.kommune.no,False,True,False,True,False,True,False,True,0602,06,2020-05-11T07:01:28.087
7424,1003345,939214895,Drammen kommune,,Drammen kommune ,Drammen,kommunepost@drammen.kommune.no,False,False,True,False,False,False,False,True,0602,06,2020-05-11T07:01:29.01
7425,1010896,983899528,Pedagogisk Psykologisk Kontor,,Pedagogisk Psykologisk Kontor ,Hemne,,False,True,False,False,False,True,False,True,1612,16,2020-05-11T07:01:29.48
7426,1001561,940158893,Hemne kommune,,Hemne kommune ,Hemne,postmottak@hemne.kommune.no,False,False,True,False,False,False,False,True,1612,16,2020-05-11T07:01:29.857
7427,1010739,974588447,Pedagogisk Psykologisk Tjeneste,,Pedagogisk Psykologisk Tjeneste ,Orkdal,postmottak@orkdal.kommune.no,False,True,False,False,False,True,False,True,1638,16,2020-05-11T07:01:30.327
7428,1001714,958731558,Orkdal kommune,,Orkdal kommune ,Orkdal,postmottak@orkdal.kommune.no,False,False,True,False,False,False,False,True,1638,16,2020-05-11T07:01:30.717
7429,1010856,975319350,Pedagogisk-Psykologisk Tjenestekontor,,Pedagogisk-Psykologisk Tjenestekontor ,Klæbu,,False,True,False,False,False,True,False,True,1662,16,2020-05-11T07:01:31.1
7430,1010873,976832779,Klæbu opplæringssenter,,Klæbu opplæringssenter ,Klæbu,,False,True,False,False,False,True,True,True,1662,16,2020-05-11T07:01:31.127
7431,1008386,976832787,Kulturskolen i Klæbu,,Kulturskolen i Klæbu ,Klæbu,Kulturskolen@klabu.kommune.no,False,True,False,False,False,True,False,True,1662,16,2020-05-11T07:01:31.24
7432,1001713,958731469,Klæbu kommune,,Klæbu kommune ,Klæbu,postmottak@klabu.kommune.no,False,False,True,False,False,False,False,True,1662,16,2020-05-11T07:01:31.63
7433,1008316,976678044,Pedagogisk Psykologisk Tjeneste,,Pedagogisk Psykologisk Tjeneste ,Agdenes,,False,True,False,False,False,True,False,True,1622,16,2020-05-11T07:01:32.1
7434,1001275,840098222,Agdenes kommune,,Agdenes kommune ,Agdenes,postmottak@agdenes.kommune.no,False,False,True,False,False,False,False,True,1622,16,2020-05-11T07:01:32.45
7435,1004601,974037297,Stranda skole,,Stranda skole ,Verran,,False,True,False,True,False,True,False,True,1724,17,2020-05-11T07:01:32.997
7436,1009583,987866284,Pedagogisk-Psykologisk Tjeneste,,Pedagogisk-Psykologisk Tjeneste ,Verran,,False,True,False,False,False,True,False,True,1724,17,2020-05-11T07:01:33.087
7437,1008390,976833384,Verran Kommunale kulturskole,,Verran Kommunale kulturskole ,Verran,svein.kaare.haugen@verran.kommune.no,False,True,False,False,False,True,False,True,1724,17,2020-05-11T07:01:33.207
7438,1001897,964981981,Verran kommune,,Verran kommune ,Verran,postkasse@verran.kommune.no,False,False,True,False,False,False,False,True,1724,17,2020-05-11T07:01:33.57
7439,1001645,944976728,Vikna kommune,,Vikna kommune ,Vikna,vikna@vikna.kommune.no,False,False,False,False,False,False,False,True,1750,17,2020-05-11T07:01:34.227
7440,1008088,975319385,Pedagogisk-Psykologisk Rådgivningskontor,,Pedagogisk-Psykologisk Rådgivningskontor ,Nærøy,,False,True,False,False,False,True,False,True,1751,17,2020-05-11T07:01:34.58
7441,1005559,974592762,Fjelldal barneskole,,Fjelldal barneskole ,Tjeldsund,,False,True,False,True,False,True,False,True,1852,18,2020-05-11T07:01:36.02
7442,1025528,914465648,Tjeldsund kommune voksenopplæring,,Tjeldsund kommune voksenopplæring ,Tjeldsund,,False,True,False,False,False,True,False,True,1852,18,2020-05-11T07:01:36.197
7443,1001728,959469237,Tjeldsund kommune,,Tjeldsund kommune ,Tjeldsund,post@tjeldsund.kommune.no,False,False,True,False,False,False,False,True,1852,18,2020-05-11T07:01:36.587
7444,1010368,994905309,Mindreårige Asylsøkere,,Mindreårige Asylsøkere ,Hammerfest,post@hammerfest.kommune.no,False,True,False,True,False,True,False,True,2004,20,2020-05-11T07:01:38.17
7445,1008069,975318893,Pedagogisk-Psykologisk Rådgivningskontor,,Pedagogisk-Psykologisk Rådgivningskontor ,Hammerfest,,False,True,False,False,False,True,False,True,2004,20,2020-05-11T07:01:38.197
7446,1001787,964830533,Hammerfest kommune,,Hammerfest kommune ,Hammerfest,postmottak@hammerfest.kommune.no,False,False,True,False,False,False,False,True,2004,20,2020-05-11T07:01:38.567
7447,1004651,974065851,Neverfjord oppvekstsenter Avdeling skole,,Neverfjord oppvekstsenter Avdeling skole ,Kvalsund,,False,True,False,True,False,True,False,True,2017,20,2020-05-11T07:01:38.82
7448,1003901,884145112,Pedagogisk Psykologisk Tjeneste,,Pedagogisk Psykologisk Tjeneste ,Kvalsund,,False,True,False,False,False,True,False,True,2017,20,2020-05-11T07:01:38.907
7449,1010247,992791039,Kvalsund Musikk- og kulturskole,,Kvalsund Musikk- og kulturskole ,Kvalsund,christer.ringheim@kvalsund-skole.no,False,True,False,False,False,True,False,True,2017,20,2020-05-11T07:01:39.02
7450,1001788,964830622,Kvalsund kommune,,Kvalsund kommune ,Kvalsund,servicekontoret@kvalsund.kommune.no,False,False,True,False,False,False,False,True,2017,20,2020-05-11T07:01:39.35
7451,1004288,973588214,"Pedagogisk-Psykologisk Tjeneste Hobøl,Skiptvet og Spydeberg",,"Pedagogisk-Psykologisk Tjeneste Hobøl,Skiptvet og Spydeberg ",Spydeberg,,False,True,False,False,False,True,False,True,0123,01,2020-05-11T07:01:39.627
7452,1010069,990932603,Spydeberg kulturskole,,Spydeberg kulturskole ,Spydeberg,,False,True,False,False,False,True,False,True,0123,01,2020-05-11T07:01:39.76
7453,1003341,864947352,Spydeberg kommune,,Spydeberg kommune ,Spydeberg,post@spydeberg.kommune.no,False,False,True,False,False,False,False,True,0123,01,2020-05-11T07:01:40.657
7454,1001276,840894312,Askim kommune,,Askim kommune ,Askim,postmottak@askim.kommune.no,False,False,True,False,False,False,False,True,0124,01,2020-05-11T07:01:42.497
7455,1004290,973589733,Pedagogisk-Psykologisk Tjeneste for Indre Østfold,,Pedagogisk-Psykologisk Tjeneste for Indre Østfold ,Eidsberg,,False,True,False,False,False,True,False,True,0125,01,2020-05-11T07:01:42.71
7456,1025597,914596793,Mortenstua skole,,Mortenstua skole ,Eidsberg,,False,True,False,False,False,True,False,True,0125,01,2020-05-11T07:01:42.81
7457,1001624,944345035,Eidsberg kommune,,Eidsberg kommune ,Eidsberg,postmottak@eidsberg.kommune.no,False,False,True,False,False,False,False,True,0125,01,2020-05-11T07:01:43.77
7458,1006803,975276090,Nesse oppvekstsenter,Avdeling skule,Nesse oppvekstsenter Avdeling skule,Balestrand,postmottak@balestrand.kommune.no,False,True,False,True,False,True,False,True,1418,14,2020-05-11T07:01:44.327
7459,1003876,881874512,Vaksenopplæring,,Vaksenopplæring ,Balestrand,,False,True,False,False,False,True,False,True,1418,14,2020-05-11T07:01:44.36
7460,1009507,987640030,Pp-Tenesta,,Pp-Tenesta ,Balestrand,,False,True,False,False,False,True,False,True,1418,14,2020-05-11T07:01:44.4
7461,1011050,997612272,Voksenopplæringa,,Voksenopplæringa ,Balestrand,,False,True,False,False,False,True,False,True,1418,14,2020-05-11T07:01:44.567
7462,1001936,970184252,Balestrand kommune,,Balestrand kommune ,Balestrand,postmottak@balestrand.kommune.no,False,False,True,False,False,False,False,True,1418,14,2020-05-11T07:01:45.21
7463,1009538,987761326,Vaksenopplæring,,Vaksenopplæring ,Leikanger,,False,True,False,False,False,True,False,True,1419,14,2020-05-11T07:01:45.49
7464,1001858,964967725,Leikanger kommune,,Leikanger kommune ,Leikanger,postmottak@leikanger.kommune.no,False,False,True,False,False,False,False,True,1419,14,2020-05-11T07:01:46.287
7465,1008075,975319032,Sogndal kommune,Logopedisk Hjelp,Sogndal kommune Logopedisk Hjelp,Sogndal,karin.johansen@sogndal.kommune.no,False,True,False,False,False,True,False,True,1420,14,2020-05-11T07:01:46.577
7466,1004904,974554321,Sogndal kommune voksenopplæring,,Sogndal kommune voksenopplæring ,Sogndal,aud-marion.larsen@sogndal.kommune.no,False,True,False,False,False,True,False,True,1420,14,2020-05-11T07:01:46.727
7467,1001496,936401651,Sogndal kommune,,Sogndal kommune ,Sogndal,postmottak@sogndal.kommune.no,False,False,True,False,False,False,False,True,1420,14,2020-05-11T07:01:47.427
7468,1009085,984286309,Jølster kulturskule,,Jølster kulturskule ,Jølster,oppvjols@start.no,False,True,False,False,False,True,False,True,1431,14,2020-05-11T07:01:47.797
7469,1001774,963923600,Jølster kommune,,Jølster kommune ,Jølster,postmottak@jolster.kommune.no,False,False,True,False,False,False,False,True,1431,14,2020-05-11T07:01:48.28
7470,1006853,975276724,Bryggja skule,,Bryggja skule ,Vågsøy,bryggja.skule@vagsoy.kommune.no,False,True,False,True,False,True,False,True,1439,14,2020-05-11T07:01:48.897
7471,1005190,974573229,Holvik skule,,Holvik skule ,Vågsøy,holvik.skule@vagsoy.kommune.no,False,True,False,True,False,True,False,True,1439,14,2020-05-11T07:01:48.92
7472,1001602,942952880,Vågsøy kommune,,Vågsøy kommune ,Vågsøy,post@vagsoy.kommune.no,False,False,True,False,False,False,False,True,1439,14,2020-05-11T07:01:49.617
7473,1010714,973994573,"Pedagogisk-Psyk.Tjeneste for Aukra, Midsund, Molde og Nesset",,"Pedagogisk-Psyk.Tjeneste for Aukra, Midsund, Molde og Nesset ",Molde,,False,True,False,False,False,True,False,True,1502,15,2020-05-11T07:01:50.03
7474,1001612,944020977,Molde kommune,,Molde kommune ,Molde,postmottak@molde.kommune.no,False,False,True,False,False,False,False,True,1502,15,2020-05-11T07:01:50.52
7475,1007412,975284301,Eikesdal skole,,Eikesdal skole ,Nesset,eiksk@online.no,False,True,False,True,False,True,False,True,1543,15,2020-05-11T07:01:51.17
7476,1009955,990016992,Voksenopplæringen i Nesset,,Voksenopplæringen i Nesset ,Nesset,,False,True,False,False,False,True,False,True,1543,15,2020-05-11T07:01:51.307
7477,1001319,864981062,Nesset kommune,,Nesset kommune ,Nesset,sentraladm@nesset.kommune.no,False,False,True,False,False,False,False,True,1543,15,2020-05-11T07:01:51.667
7478,1008310,976676327,Midsund Musikk og kulturskole,,Midsund Musikk og kulturskole ,Midsund,,False,True,False,False,False,True,False,True,1545,15,2020-05-11T07:01:51.99
7479,1009001,983843433,Vaksenopplæringa,,Vaksenopplæringa ,Midsund,,False,True,False,False,False,True,False,True,1545,15,2020-05-11T07:01:52.107
7480,1001890,964981159,Midsund kommune,,Midsund kommune ,Midsund,postmottak@midsund.kommune.no,False,False,True,False,False,False,False,True,1545,15,2020-05-11T07:01:52.417
7481,1009005,983861091,Pedagogisk/psykologisk Tjeneste,,Pedagogisk/psykologisk Tjeneste ,Fræna,,False,True,False,False,False,True,False,True,1548,15,2020-05-11T07:01:52.75
7482,1007346,975283410,Malme skule,,Malme skule ,Fræna,post@malmeskule.no,False,True,False,True,False,True,False,True,1548,15,2020-05-11T07:01:52.957
7483,1008857,982384931,Frankmotunet skole Tyrilistiftelsen,,Frankmotunet skole Tyrilistiftelsen ,Folldal,,False,True,False,True,False,True,False,True,0439,04,2020-05-11T07:01:54.25
7484,1005188,974572141,Sentrum videregående skole avd Rasta,,Sentrum videregående skole avd Rasta ,Kongsvinger,,False,True,False,False,False,True,True,True,0402,04,2020-05-11T07:01:54.287
7485,1005187,974572125,Ringsaker videregående skole Avd. Moelv,,Ringsaker videregående skole Avd. Moelv ,Ringsaker,,False,True,False,False,False,True,True,True,0412,04,2020-05-11T07:01:54.37
7486,1005182,974572036,Koppang videregående skole,,Koppang videregående skole ,Stor-Elvdal,kadminis@koppang.vgs.no,False,True,False,False,False,True,True,True,0430,04,2020-05-11T07:01:54.427
7487,1001594,942116217,Hedmark fylkeskommune,,Hedmark fylkeskommune ,Hamar,hedmark@hedmark-f.kommune.no,False,False,True,False,False,False,False,True,0403,04,2020-05-11T07:01:54.91
7488,1005214,974573830,Blakstad videregående skole,,Blakstad videregående skole ,Froland,blakstad@blakstad.vgs.no,False,True,False,False,False,True,True,True,0919,09,2020-05-11T07:01:55.497
7489,1005215,974573849,Arendal Maritime videregående skole,,Arendal Maritime videregående skole ,Arendal,amvs@arendalmar.vgs.no,False,True,False,False,False,True,True,True,0906,09,2020-05-11T07:01:55.577
7490,1005223,974573989,Pedagogisk-Psykologisk Rådgivningskontor,,Pedagogisk-Psykologisk Rådgivningskontor ,Arendal,,False,True,False,False,False,True,False,True,0906,09,2020-05-11T07:01:55.637
7491,1001604,943039046,Aust-Agder fylkeskommune,,Aust-Agder fylkeskommune ,Arendal,Postmottak@aa-f.kommune.no,False,False,True,False,False,False,False,True,0906,09,2020-05-11T07:01:55.987
7492,1004972,974557711,Voss Jordbruksskule,,Voss Jordbruksskule ,Voss,,False,True,False,False,False,True,True,True,1235,12,2020-05-11T07:01:57.04
7493,1001516,938626367,Hordaland fylkeskommune,,Hordaland fylkeskommune ,Bergen,hfk@hordaland-f.kommune.no,False,False,True,False,False,False,False,True,1201,12,2020-05-11T07:01:58.907
7494,1003698,875280422,Skarmyra skole,,Skarmyra skole ,Moss,,False,True,False,True,False,True,False,True,0104,01,2020-05-11T07:01:59.137
7495,1010337,994497537,Fontenen Spesialskole,,Fontenen Spesialskole ,Moss,,False,True,False,False,False,True,False,True,0104,01,2020-05-11T07:01:59.51
7496,1007127,975280403,Kambo skole,,Kambo skole ,Moss,,False,True,False,True,False,True,False,True,0104,01,2020-05-11T07:01:59.537
7497,1005308,974579383,Pedagogisk-Psykologisk Rådgivningskontor,,Pedagogisk-Psykologisk Rådgivningskontor ,Moss,,False,True,False,False,False,True,False,True,0104,01,2020-05-11T07:01:59.567
7498,1010991,997269772,Nøkkeland skole,,Nøkkeland skole ,Moss,nokkeland.skole@moss.kommune.no,False,True,False,True,False,True,False,True,0104,01,2020-05-11T07:01:59.72
7499,1001628,944383476,Moss kommune,,Moss kommune ,Moss,post@moss.kommune.no,False,False,True,False,False,False,False,True,0104,01,2020-05-11T07:02:00.637
7500,1011596,999585957,Sikkerheitssenteret i Måløy,,Sikkerheitssenteret i Måløy ,Vågsøy,,False,True,False,False,False,True,False,True,1439,14,2020-05-11T07:02:02.117
7501,1006419,975271188,Klokkeråsen skole,,Klokkeråsen skole ,Tønsberg,,False,True,False,True,False,True,False,True,0704,07,2020-05-11T07:02:04.267
7502,1008040,975315207,Hogsnes skole,,Hogsnes skole ,Tønsberg,,False,True,False,True,False,True,False,True,0704,07,2020-05-11T07:02:04.58
7503,1006422,975271226,Husøy skole,,Husøy skole ,Tønsberg,,False,True,False,True,False,True,False,True,0704,07,2020-05-11T07:02:04.62
7504,1008244,976643399,Hørselsklassen i Vestfold,,Hørselsklassen i Vestfold ,Tønsberg,,False,True,False,False,False,True,False,True,0704,07,2020-05-11T07:02:04.65
7505,1004319,973610295,Pedagogisk Psykologisk Tjeneste,,Pedagogisk Psykologisk Tjeneste ,Tønsberg,,False,True,False,False,False,True,False,True,0704,07,2020-05-11T07:02:04.69
7506,1008243,976643216,Karlsvika Alternative skole,,Karlsvika Alternative skole ,Tønsberg,,False,True,False,True,False,True,False,True,0704,07,2020-05-11T07:02:04.81
7507,1003356,950611839,Tønsberg kommune,,Tønsberg kommune ,Tønsberg,postmottak@tonsberg.kommune.no,False,False,True,False,False,False,False,True,0704,07,2020-05-11T07:02:05.147
7508,1003813,876643502,Pedagogisk Psykologisk Tjeneste Andebu Ramnes og Våle,,Pedagogisk Psykologisk Tjeneste Andebu Ramnes og Våle ,Re,,False,True,False,False,False,True,False,True,0716,07,2020-05-11T07:02:46.64
7509,1002370,983885497,Re kommune,,Re kommune ,Re,postmottak@re.kommune.no,False,False,True,False,False,False,False,True,0716,07,2020-05-11T07:02:46.957
7510,1010970,997166876,Scandinavian Health & Performance AS,,Scandinavian Health & Performance AS ,Svelvik,,False,False,True,False,False,False,False,True,0711,07,2020-05-11T07:05:17.2
7511,1027880,921966113,Idealu AS,,Idealu AS ,Stavanger,,False,False,True,False,False,False,False,True,1103,11,2020-05-11T07:06:44.61
7512,1028722,920635385,Maxrelax Yoga AS,,Maxrelax Yoga AS ,Hamar,,True,True,False,False,True,False,False,True,3403,34,2020-05-11T07:17:04.39
7513,1028723,925049433,Sinmi,,Sinmi ,Larvik,,True,True,False,False,True,False,False,True,3805,38,2020-05-11T07:17:05.597
7514,1026701,917474567,Quick Style Studio AS,,Quick Style Studio AS ,Oslo,,True,False,True,False,False,False,False,True,0301,03,2020-05-12T07:04:53.107
7515,1028720,924775602,Maxrelax Yoga AS,,Maxrelax Yoga AS ,Hamar,,True,False,True,False,False,False,False,True,3403,34,2020-05-12T07:05:33.503
7516,1028721,925034762,Senter for Integral Mindfulness Da,,Senter for Integral Mindfulness Da ,Larvik,,True,False,True,False,False,False,False,True,3805,38,2020-05-12T07:05:34.467
7517,1008639,979694938,Ppr Kontoret i Sogndal,,Ppr Kontoret i Sogndal ,Sogndal,,False,True,False,False,False,True,False,True,1420,14,2020-05-12T07:10:12.167
7518,1000727,974778599,Sogn og Fjordane fylkeskommune Skuleadministrasjon,,Sogn og Fjordane fylkeskommune Skuleadministrasjon ,Leikanger,,False,False,False,False,False,False,False,True,1419,14,2020-05-12T07:10:12.587
7519,1001585,941388841,Sogn og Fjordane fylkeskommune,,Sogn og Fjordane fylkeskommune ,Leikanger,postmottak.sentraladm@sf-f.kommune.no,False,False,True,False,False,False,False,True,1419,14,2020-05-12T07:10:12.803
7520,1026704,917528659,Quick Style Studio AS,,Quick Style Studio AS ,Oslo,,True,True,False,False,True,False,False,True,0301,03,2020-05-12T07:14:09.737
7521,1002648,987774746,Aktiv Fagskole AS,,Aktiv Fagskole AS ,Oslo,nettstudier@it-akademiet.no,False,False,True,False,False,False,False,True,0301,03,2020-05-13T07:03:08.097
7522,1028478,923981675,Headcoach AS,,Headcoach AS ,Tønsberg,,True,False,True,False,False,False,False,True,3803,38,2020-05-13T07:05:35.957
7523,1028479,923996931,Headcoach AS,,Headcoach AS ,Tønsberg,,True,True,False,False,True,False,False,True,3803,38,2020-05-13T07:15:33.863
7524,1027611,920769667,Concurrent AS,,Concurrent AS ,Stavanger,eirikhaukali@gmail.com,True,False,True,False,False,False,False,True,1103,11,2020-05-14T07:05:15.173
7525,1027613,920892183,Concurrent AS,,Concurrent AS ,Stavanger,eirikhaukali@gmail.com,True,True,False,False,True,False,False,True,1103,11,2020-05-14T07:15:25.173
7526,1001505,938371547,Adam og Eva Skolen AS,,Adam og Eva Skolen AS ,Oslo,skolen@adamogeva.no,True,False,True,False,False,False,False,True,0301,03,2020-05-15T07:02:39.19
7527,1002115,971576162,Stiftelsen Bakketun folkehøgskole,,Stiftelsen Bakketun folkehøgskole ,Verdal,adm@bakketun.fhs.no,True,False,True,False,False,False,False,True,5038,50,2020-05-15T07:02:49.3
7528,1026106,979597320,Grythe Golf AS,,Grythe Golf AS ,Hole,,True,False,True,False,False,False,False,True,3038,30,2020-05-15T07:02:58.047
7529,1002421,985242550,Easylife Norge AS,,Easylife Norge AS ,Drammen,post@easylife.no,True,False,True,False,False,False,False,True,3005,30,2020-05-15T07:03:08.507
7530,1002655,987789948,Jærtun Lutherske Friskule,,Jærtun Lutherske Friskule ,Time,kontor@jaertun.no,True,False,True,False,False,False,False,True,1121,11,2020-05-15T07:03:22.947
7531,1002811,988890022,Menighetsbibelskolen AS,,Menighetsbibelskolen AS ,Kristiansand,post.mbs@mac.com,True,False,True,False,False,False,False,True,4204,42,2020-05-15T07:03:33.57
7532,1003083,991866493,Stiftelsen Solbakken folkehøgskole,,Stiftelsen Solbakken folkehøgskole ,Sør-Odal,,True,False,True,False,False,False,False,True,3415,34,2020-05-15T07:03:55.887
7533,1003196,993892696,Grytastranda Montessoriskule Sa,,Grytastranda Montessoriskule Sa ,Ålesund,ragnhild@gsmontessori.no,True,False,True,False,False,False,False,True,1507,15,2020-05-15T07:04:02.89
7534,1003288,995318180,Østre Trysil Montessoriskole Sa,,Østre Trysil Montessoriskole Sa ,Trysil,info@ostretrysilmontessoriskole.no,True,False,True,False,False,False,False,True,3421,34,2020-05-15T07:04:10.107
7535,1012024,912827402,Fjellhammer Idrettskole AS,,Fjellhammer Idrettskole AS ,Lørenskog,michael_rehnquist@hotmail.com,True,False,True,False,False,False,False,True,3029,30,2020-05-15T07:04:43.767
7536,1025758,815001532,Personlig Fotballtrener AS,,Personlig Fotballtrener AS ,Stavanger,,True,False,True,False,False,False,False,True,1103,11,2020-05-15T07:04:58.07
7537,1027453,917342385,Islamskole Bærum,,Islamskole Bærum ,Bærum,baerum@islamskole.no,True,False,False,False,False,False,False,True,3024,30,2020-05-15T07:05:14.603
7538,1028573,920565190,Stord folkehøgskule AS,,Stord folkehøgskule AS ,Stord,geir@stordfhs.no,True,False,True,False,False,False,False,True,4614,46,2020-05-15T07:05:34.723
7539,1028515,923992537,Maren Erdvik AS,,Maren Erdvik AS ,Kristiansand,,True,False,True,False,False,False,False,True,4204,42,2020-05-15T07:05:53.007
7540,1028535,923694625,Be Sporty AS,,Be Sporty AS ,Oslo,,True,False,True,False,False,False,False,True,0301,03,2020-05-15T07:05:54.047
