,region,age,contents,year,value
2820,Time,67-74 years,Residents in dwellings,2018,7.0
2821,Time,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,5.98
2822,Time,75-79 years,Residents in dwellings,2018,
2823,Time,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2824,Time,80-84 years,Residents in dwellings,2018,
2825,Time,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2826,Time,85-89 years,Residents in dwellings,2018,
2827,Time,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2828,Time,90 years or older,Residents in dwellings,2018,
2829,Time,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2830,Time,Unknown age,Residents in dwellings,2018,
2831,Time,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2832,Gjesdal,"Years, total",Residents in dwellings,2018,73.0
2833,Gjesdal,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,6.14
2834,Gjesdal,Under 67 years,Residents in dwellings,2018,44.0
2835,Gjesdal,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,4.1
2836,Gjesdal,67-74 years,Residents in dwellings,2018,7.0
2837,Gjesdal,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,11.04
2838,Gjesdal,75-79 years,Residents in dwellings,2018,
2839,Gjesdal,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2840,Gjesdal,80-84 years,Residents in dwellings,2018,
2841,Gjesdal,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2842,Gjesdal,85-89 years,Residents in dwellings,2018,
2843,Gjesdal,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2844,Gjesdal,90 years or older,Residents in dwellings,2018,
2845,Gjesdal,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2846,Gjesdal,Unknown age,Residents in dwellings,2018,
2847,Gjesdal,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2848,Sola,"Years, total",Residents in dwellings,2018,72.0
2849,Sola,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,2.7
2850,Sola,Under 67 years,Residents in dwellings,2018,62.0
2851,Sola,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,2.62
2852,Sola,67-74 years,Residents in dwellings,2018,5.0
2853,Sola,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,3.38
2854,Sola,75-79 years,Residents in dwellings,2018,
2855,Sola,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2856,Sola,80-84 years,Residents in dwellings,2018,
2857,Sola,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2858,Sola,85-89 years,Residents in dwellings,2018,
2859,Sola,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2860,Sola,90 years or older,Residents in dwellings,2018,
2861,Sola,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2862,Sola,Unknown age,Residents in dwellings,2018,
2863,Sola,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2864,Randaberg,"Years, total",Residents in dwellings,2018,82.0
2865,Randaberg,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,7.42
2866,Randaberg,Under 67 years,Residents in dwellings,2018,43.0
2867,Randaberg,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,4.44
2868,Randaberg,67-74 years,Residents in dwellings,2018,11.0
2869,Randaberg,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,16.72
2870,Randaberg,75-79 years,Residents in dwellings,2018,
2871,Randaberg,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2872,Randaberg,80-84 years,Residents in dwellings,2018,
2873,Randaberg,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2874,Randaberg,85-89 years,Residents in dwellings,2018,8.0
2875,Randaberg,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,69.56
2876,Randaberg,90 years or older,Residents in dwellings,2018,12.0
2877,Randaberg,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,196.72
2878,Randaberg,Unknown age,Residents in dwellings,2018,
2879,Randaberg,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2880,Forsand (-2019),"Years, total",Residents in dwellings,2018,24.0
2881,Forsand (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,20.12
2882,Forsand (-2019),Under 67 years,Residents in dwellings,2018,
2883,Forsand (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2884,Forsand (-2019),67-74 years,Residents in dwellings,2018,
2885,Forsand (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2886,Forsand (-2019),75-79 years,Residents in dwellings,2018,
2887,Forsand (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2888,Forsand (-2019),80-84 years,Residents in dwellings,2018,
2889,Forsand (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2890,Forsand (-2019),85-89 years,Residents in dwellings,2018,
2891,Forsand (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2892,Forsand (-2019),90 years or older,Residents in dwellings,2018,
2893,Forsand (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2894,Forsand (-2019),Unknown age,Residents in dwellings,2018,
2895,Forsand (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2896,Strand,"Years, total",Residents in dwellings,2018,116.0
2897,Strand,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,9.12
2898,Strand,Under 67 years,Residents in dwellings,2018,39.0
2899,Strand,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.56
2900,Strand,67-74 years,Residents in dwellings,2018,12.0
2901,Strand,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,13.6
2902,Strand,75-79 years,Residents in dwellings,2018,5.0
2903,Strand,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,13.78
2904,Strand,80-84 years,Residents in dwellings,2018,16.0
2905,Strand,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,63.24
2906,Strand,85-89 years,Residents in dwellings,2018,21.0
2907,Strand,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,125.0
2908,Strand,90 years or older,Residents in dwellings,2018,23.0
2909,Strand,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,239.58
2910,Strand,Unknown age,Residents in dwellings,2018,
2911,Strand,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2912,Hjelmeland,"Years, total",Residents in dwellings,2018,22.0
2913,Hjelmeland,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.2
2914,Hjelmeland,Under 67 years,Residents in dwellings,2018,
2915,Hjelmeland,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2916,Hjelmeland,67-74 years,Residents in dwellings,2018,
2917,Hjelmeland,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2918,Hjelmeland,75-79 years,Residents in dwellings,2018,
2919,Hjelmeland,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2920,Hjelmeland,80-84 years,Residents in dwellings,2018,
2921,Hjelmeland,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2922,Hjelmeland,85-89 years,Residents in dwellings,2018,
2923,Hjelmeland,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2924,Hjelmeland,90 years or older,Residents in dwellings,2018,
2925,Hjelmeland,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2926,Hjelmeland,Unknown age,Residents in dwellings,2018,
2927,Hjelmeland,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2928,Suldal,"Years, total",Residents in dwellings,2018,39.0
2929,Suldal,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,10.28
2930,Suldal,Under 67 years,Residents in dwellings,2018,12.0
2931,Suldal,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.88
2932,Suldal,67-74 years,Residents in dwellings,2018,6.0
2933,Suldal,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,16.8
2934,Suldal,75-79 years,Residents in dwellings,2018,
2935,Suldal,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2936,Suldal,80-84 years,Residents in dwellings,2018,
2937,Suldal,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2938,Suldal,85-89 years,Residents in dwellings,2018,5.0
2939,Suldal,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,73.52
2940,Suldal,90 years or older,Residents in dwellings,2018,12.0
2941,Suldal,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,307.7
2942,Suldal,Unknown age,Residents in dwellings,2018,
2943,Suldal,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2944,Sauda,"Years, total",Residents in dwellings,2018,102.0
2945,Sauda,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,22.18
2946,Sauda,Under 67 years,Residents in dwellings,2018,32.0
2947,Sauda,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,8.62
2948,Sauda,67-74 years,Residents in dwellings,2018,12.0
2949,Sauda,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,31.74
2950,Sauda,75-79 years,Residents in dwellings,2018,5.0
2951,Sauda,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,29.06
2952,Sauda,80-84 years,Residents in dwellings,2018,15.0
2953,Sauda,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,102.74
2954,Sauda,85-89 years,Residents in dwellings,2018,23.0
2955,Sauda,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,172.94
2956,Sauda,90 years or older,Residents in dwellings,2018,15.0
2957,Sauda,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,272.72
2958,Sauda,Unknown age,Residents in dwellings,2018,
2959,Sauda,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2960,Finnøy (-2019),"Years, total",Residents in dwellings,2018,25.0
2961,Finnøy (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,7.94
2962,Finnøy (-2019),Under 67 years,Residents in dwellings,2018,5.0
2963,Finnøy (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,1.88
2964,Finnøy (-2019),67-74 years,Residents in dwellings,2018,
2965,Finnøy (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2966,Finnøy (-2019),75-79 years,Residents in dwellings,2018,
2967,Finnøy (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2968,Finnøy (-2019),80-84 years,Residents in dwellings,2018,
2969,Finnøy (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2970,Finnøy (-2019),85-89 years,Residents in dwellings,2018,8.0
2971,Finnøy (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,140.36
2972,Finnøy (-2019),90 years or older,Residents in dwellings,2018,8.0
2973,Finnøy (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,296.3
2974,Finnøy (-2019),Unknown age,Residents in dwellings,2018,
2975,Finnøy (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2976,Rennesøy (-2019),"Years, total",Residents in dwellings,2018,70.0
2977,Rennesøy (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,14.44
2978,Rennesøy (-2019),Under 67 years,Residents in dwellings,2018,
2979,Rennesøy (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2980,Rennesøy (-2019),67-74 years,Residents in dwellings,2018,
2981,Rennesøy (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2982,Rennesøy (-2019),75-79 years,Residents in dwellings,2018,
2983,Rennesøy (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
2984,Rennesøy (-2019),80-84 years,Residents in dwellings,2018,
2985,Rennesøy (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
2986,Rennesøy (-2019),85-89 years,Residents in dwellings,2018,
2987,Rennesøy (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
2988,Rennesøy (-2019),90 years or older,Residents in dwellings,2018,
2989,Rennesøy (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
2990,Rennesøy (-2019),Unknown age,Residents in dwellings,2018,
2991,Rennesøy (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
2992,Kvitsøy,"Years, total",Residents in dwellings,2018,5.0
2993,Kvitsøy,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,9.68
2994,Kvitsøy,Under 67 years,Residents in dwellings,2018,
2995,Kvitsøy,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
2996,Kvitsøy,67-74 years,Residents in dwellings,2018,
2997,Kvitsøy,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
2998,Kvitsøy,75-79 years,Residents in dwellings,2018,
2999,Kvitsøy,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3000,Kvitsøy,80-84 years,Residents in dwellings,2018,
3001,Kvitsøy,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3002,Kvitsøy,85-89 years,Residents in dwellings,2018,
3003,Kvitsøy,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
3004,Kvitsøy,90 years or older,Residents in dwellings,2018,
3005,Kvitsøy,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
3006,Kvitsøy,Unknown age,Residents in dwellings,2018,
3007,Kvitsøy,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3008,Bokn,"Years, total",Residents in dwellings,2018,11.0
3009,Bokn,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,13.1
3010,Bokn,Under 67 years,Residents in dwellings,2018,
3011,Bokn,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
3012,Bokn,67-74 years,Residents in dwellings,2018,
3013,Bokn,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
3014,Bokn,75-79 years,Residents in dwellings,2018,
3015,Bokn,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3016,Bokn,80-84 years,Residents in dwellings,2018,
3017,Bokn,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3018,Bokn,85-89 years,Residents in dwellings,2018,
3019,Bokn,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
3020,Bokn,90 years or older,Residents in dwellings,2018,
3021,Bokn,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
3022,Bokn,Unknown age,Residents in dwellings,2018,
3023,Bokn,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3024,Tysvær,"Years, total",Residents in dwellings,2018,91.0
3025,Tysvær,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.26
3026,Tysvær,Under 67 years,Residents in dwellings,2018,54.0
3027,Tysvær,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.7
3028,Tysvær,67-74 years,Residents in dwellings,2018,9.0
3029,Tysvær,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.8
3030,Tysvær,75-79 years,Residents in dwellings,2018,
3031,Tysvær,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3032,Tysvær,80-84 years,Residents in dwellings,2018,
3033,Tysvær,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3034,Tysvær,85-89 years,Residents in dwellings,2018,8.0
3035,Tysvær,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,72.08
3036,Tysvær,90 years or older,Residents in dwellings,2018,9.0
3037,Tysvær,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,132.36
3038,Tysvær,Unknown age,Residents in dwellings,2018,
3039,Tysvær,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3040,Karmøy,"Years, total",Residents in dwellings,2018,291.0
3041,Karmøy,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,6.9
3042,Karmøy,Under 67 years,Residents in dwellings,2018,195.0
3043,Karmøy,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.44
3044,Karmøy,67-74 years,Residents in dwellings,2018,25.0
3045,Karmøy,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,7.82
3046,Karmøy,75-79 years,Residents in dwellings,2018,16.0
3047,Karmøy,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,11.66
3048,Karmøy,80-84 years,Residents in dwellings,2018,18.0
3049,Karmøy,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,20.76
3050,Karmøy,85-89 years,Residents in dwellings,2018,18.0
3051,Karmøy,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,33.96
3052,Karmøy,90 years or older,Residents in dwellings,2018,19.0
3053,Karmøy,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,61.1
3054,Karmøy,Unknown age,Residents in dwellings,2018,
3055,Karmøy,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3056,Utsira,"Years, total",Residents in dwellings,2018,
3057,Utsira,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,
3058,Utsira,Under 67 years,Residents in dwellings,2018,
3059,Utsira,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
3060,Utsira,67-74 years,Residents in dwellings,2018,
3061,Utsira,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
3062,Utsira,75-79 years,Residents in dwellings,2018,
3063,Utsira,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3064,Utsira,80-84 years,Residents in dwellings,2018,
3065,Utsira,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3066,Utsira,85-89 years,Residents in dwellings,2018,
3067,Utsira,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
3068,Utsira,90 years or older,Residents in dwellings,2018,
3069,Utsira,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
3070,Utsira,Unknown age,Residents in dwellings,2018,
3071,Utsira,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3072,Vindafjord,"Years, total",Residents in dwellings,2018,34.0
3073,Vindafjord,"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,3.88
3074,Vindafjord,Under 67 years,Residents in dwellings,2018,
3075,Vindafjord,Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
3076,Vindafjord,67-74 years,Residents in dwellings,2018,
3077,Vindafjord,67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
3078,Vindafjord,75-79 years,Residents in dwellings,2018,
3079,Vindafjord,75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3080,Vindafjord,80-84 years,Residents in dwellings,2018,
3081,Vindafjord,80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3082,Vindafjord,85-89 years,Residents in dwellings,2018,
3083,Vindafjord,85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,
3084,Vindafjord,90 years or older,Residents in dwellings,2018,
3085,Vindafjord,90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,
3086,Vindafjord,Unknown age,Residents in dwellings,2018,
3087,Vindafjord,Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3088,Bergen (-2019),"Years, total",Residents in dwellings,2018,1376.0
3089,Bergen (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,4.9
3090,Bergen (-2019),Under 67 years,Residents in dwellings,2018,649.0
3091,Bergen (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,2.68
3092,Bergen (-2019),67-74 years,Residents in dwellings,2018,200.0
3093,Bergen (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.62
3094,Bergen (-2019),75-79 years,Residents in dwellings,2018,92.0
3095,Bergen (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,11.9
3096,Bergen (-2019),80-84 years,Residents in dwellings,2018,111.0
3097,Bergen (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,19.9
3098,Bergen (-2019),85-89 years,Residents in dwellings,2018,147.0
3099,Bergen (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,38.04
3100,Bergen (-2019),90 years or older,Residents in dwellings,2018,177.0
3101,Bergen (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,72.42
3102,Bergen (-2019),Unknown age,Residents in dwellings,2018,
3103,Bergen (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3104,Etne (-2019),"Years, total",Residents in dwellings,2018,36.0
3105,Etne (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.84
3106,Etne (-2019),Under 67 years,Residents in dwellings,2018,
3107,Etne (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
3108,Etne (-2019),67-74 years,Residents in dwellings,2018,
3109,Etne (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
3110,Etne (-2019),75-79 years,Residents in dwellings,2018,
3111,Etne (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3112,Etne (-2019),80-84 years,Residents in dwellings,2018,
3113,Etne (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3114,Etne (-2019),85-89 years,Residents in dwellings,2018,7.0
3115,Etne (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,95.9
3116,Etne (-2019),90 years or older,Residents in dwellings,2018,10.0
3117,Etne (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,158.74
3118,Etne (-2019),Unknown age,Residents in dwellings,2018,
3119,Etne (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3120,Sveio (-2019),"Years, total",Residents in dwellings,2018,48.0
3121,Sveio (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.4
3122,Sveio (-2019),Under 67 years,Residents in dwellings,2018,17.0
3123,Sveio (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,3.48
3124,Sveio (-2019),67-74 years,Residents in dwellings,2018,5.0
3125,Sveio (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.68
3126,Sveio (-2019),75-79 years,Residents in dwellings,2018,5.0
3127,Sveio (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,33.78
3128,Sveio (-2019),80-84 years,Residents in dwellings,2018,5.0
3129,Sveio (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,51.02
3130,Sveio (-2019),85-89 years,Residents in dwellings,2018,9.0
3131,Sveio (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,118.42
3132,Sveio (-2019),90 years or older,Residents in dwellings,2018,7.0
3133,Sveio (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,205.88
3134,Sveio (-2019),Unknown age,Residents in dwellings,2018,
3135,Sveio (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3136,Bømlo (-2019),"Years, total",Residents in dwellings,2018,103.0
3137,Bømlo (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.62
3138,Bømlo (-2019),Under 67 years,Residents in dwellings,2018,51.0
3139,Bømlo (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,5.02
3140,Bømlo (-2019),67-74 years,Residents in dwellings,2018,10.0
3141,Bømlo (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.36
3142,Bømlo (-2019),75-79 years,Residents in dwellings,2018,
3143,Bømlo (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3144,Bømlo (-2019),80-84 years,Residents in dwellings,2018,
3145,Bømlo (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3146,Bømlo (-2019),85-89 years,Residents in dwellings,2018,12.0
3147,Bømlo (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,75.48
3148,Bømlo (-2019),90 years or older,Residents in dwellings,2018,16.0
3149,Bømlo (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,110.34
3150,Bømlo (-2019),Unknown age,Residents in dwellings,2018,
3151,Bømlo (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3152,Stord (-2019),"Years, total",Residents in dwellings,2018,157.0
3153,Stord (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,8.4
3154,Stord (-2019),Under 67 years,Residents in dwellings,2018,98.0
3155,Stord (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.14
3156,Stord (-2019),67-74 years,Residents in dwellings,2018,15.0
3157,Stord (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,10.66
3158,Stord (-2019),75-79 years,Residents in dwellings,2018,12.0
3159,Stord (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,21.36
3160,Stord (-2019),80-84 years,Residents in dwellings,2018,5.0
3161,Stord (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,13.36
3162,Stord (-2019),85-89 years,Residents in dwellings,2018,16.0
3163,Stord (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,67.22
3164,Stord (-2019),90 years or older,Residents in dwellings,2018,11.0
3165,Stord (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,75.34
3166,Stord (-2019),Unknown age,Residents in dwellings,2018,
3167,Stord (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3168,Fitjar (-2019),"Years, total",Residents in dwellings,2018,39.0
3169,Fitjar (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,12.18
3170,Fitjar (-2019),Under 67 years,Residents in dwellings,2018,
3171,Fitjar (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,
3172,Fitjar (-2019),67-74 years,Residents in dwellings,2018,
3173,Fitjar (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,
3174,Fitjar (-2019),75-79 years,Residents in dwellings,2018,
3175,Fitjar (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3176,Fitjar (-2019),80-84 years,Residents in dwellings,2018,
3177,Fitjar (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3178,Fitjar (-2019),85-89 years,Residents in dwellings,2018,5.0
3179,Fitjar (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,106.38
3180,Fitjar (-2019),90 years or older,Residents in dwellings,2018,13.0
3181,Fitjar (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,393.94
3182,Fitjar (-2019),Unknown age,Residents in dwellings,2018,
3183,Fitjar (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
3184,Tysnes (-2019),"Years, total",Residents in dwellings,2018,43.0
3185,Tysnes (-2019),"Years, total",Residents in dwellings (per 1 000 inhabitants),2018,15.1
3186,Tysnes (-2019),Under 67 years,Residents in dwellings,2018,15.0
3187,Tysnes (-2019),Under 67 years,Residents in dwellings (per 1 000 inhabitants),2018,6.82
3188,Tysnes (-2019),67-74 years,Residents in dwellings,2018,6.0
3189,Tysnes (-2019),67-74 years,Residents in dwellings (per 1 000 inhabitants),2018,18.02
3190,Tysnes (-2019),75-79 years,Residents in dwellings,2018,
3191,Tysnes (-2019),75-79 years,Residents in dwellings (per 1 000 inhabitants),2018,
3192,Tysnes (-2019),80-84 years,Residents in dwellings,2018,
3193,Tysnes (-2019),80-84 years,Residents in dwellings (per 1 000 inhabitants),2018,
3194,Tysnes (-2019),85-89 years,Residents in dwellings,2018,11.0
3195,Tysnes (-2019),85-89 years,Residents in dwellings (per 1 000 inhabitants),2018,183.34
3196,Tysnes (-2019),90 years or older,Residents in dwellings,2018,5.0
3197,Tysnes (-2019),90 years or older,Residents in dwellings (per 1 000 inhabitants),2018,128.2
3198,Tysnes (-2019),Unknown age,Residents in dwellings,2018,
3199,Tysnes (-2019),Unknown age,Residents in dwellings (per 1 000 inhabitants),2018,
