,region,sex,age,contents,year,value
1549,Radøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.8
1550,Radøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.5
1551,Radøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.1
1552,Radøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.0
1553,Radøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.1
1554,Lindås (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.4
1555,Lindås (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.8
1556,Lindås (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.7
1557,Lindås (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
1558,Lindås (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.3
1559,Lindås (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.1
1560,Lindås (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.7
1561,Austrheim (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.0
1562,Austrheim (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.8
1563,Austrheim (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.0
1564,Austrheim (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.2
1565,Austrheim (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
1566,Austrheim (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.4
1567,Austrheim (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,12.6
1568,Fedje (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.0
1569,Fedje (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.3
1570,Fedje (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,69.2
1571,Fedje (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
1572,Fedje (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.0
1573,Fedje (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.9
1574,Fedje (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.0
1575,Masfjorden (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.0
1576,Masfjorden (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.0
1577,Masfjorden (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.0
1578,Masfjorden (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.6
1579,Masfjorden (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.7
1580,Masfjorden (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.1
1581,Masfjorden (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,30.2
1582,Flora (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.5
1583,Flora (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.6
1584,Flora (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.6
1585,Flora (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.2
1586,Flora (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.2
1587,Flora (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.0
1588,Flora (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.5
1589,Gulen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.7
1590,Gulen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.4
1591,Gulen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,72.0
1592,Gulen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,86.7
1593,Gulen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.8
1594,Gulen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,74.5
1595,Gulen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.6
1596,Solund (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,70.0
1597,Solund (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.1
1598,Solund (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.8
1599,Solund (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,89.2
1600,Solund (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.0
1601,Solund (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.0
1602,Solund (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.6
1603,Hyllestad (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.2
1604,Hyllestad (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,47.9
1605,Hyllestad (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.1
1606,Hyllestad (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
1607,Hyllestad (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.5
1608,Hyllestad (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.7
1609,Hyllestad (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.3
1610,Høyanger (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.1
1611,Høyanger (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.2
1612,Høyanger (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.0
1613,Høyanger (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.6
1614,Høyanger (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.4
1615,Høyanger (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.8
1616,Høyanger (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,14.9
1617,Vik (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,73.2
1618,Vik (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.5
1619,Vik (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,77.5
1620,Vik (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.8
1621,Vik (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.9
1622,Vik (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,80.6
1623,Vik (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,34.7
1624,Balestrand (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.4
1625,Balestrand (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,30.1
1626,Balestrand (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,54.3
1627,Balestrand (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.7
1628,Balestrand (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.4
1629,Balestrand (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.4
1630,Balestrand (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,31.9
1631,Leikanger (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.7
1632,Leikanger (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.8
1633,Leikanger (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.4
1634,Leikanger (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.4
1635,Leikanger (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.4
1636,Leikanger (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,79.8
1637,Leikanger (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.6
1638,Sogndal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,73.2
1639,Sogndal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.8
1640,Sogndal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.1
1641,Sogndal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.2
1642,Sogndal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.2
1643,Sogndal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.4
1644,Sogndal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,32.1
1645,Aurland (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.7
1646,Aurland (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.6
1647,Aurland (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.7
1648,Aurland (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.4
1649,Aurland (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.1
1650,Aurland (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,77.0
1651,Aurland (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,25.1
1652,Lærdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.3
1653,Lærdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,44.0
1654,Lærdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,71.7
1655,Lærdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
1656,Lærdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.4
1657,Lærdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.1
1658,Lærdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.1
1659,Årdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.7
1660,Årdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.8
1661,Årdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,70.3
1662,Årdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.8
1663,Årdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.5
1664,Årdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.1
1665,Årdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.8
1666,Luster (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.9
1667,Luster (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.1
1668,Luster (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.7
1669,Luster (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.5
1670,Luster (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.2
1671,Luster (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,77.5
1672,Luster (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.6
1673,Askvoll (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.4
1674,Askvoll (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,41.8
1675,Askvoll (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,65.3
1676,Askvoll (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.7
1677,Askvoll (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.4
1678,Askvoll (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.1
1679,Askvoll (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,34.2
1680,Fjaler (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.8
1681,Fjaler (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,29.2
1682,Fjaler (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,52.7
1683,Fjaler (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.5
1684,Fjaler (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.1
1685,Fjaler (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,76.1
1686,Fjaler (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,32.1
1687,Gaular (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,73.2
1688,Gaular (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.5
1689,Gaular (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.5
1690,Gaular (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,86.8
1691,Gaular (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.1
1692,Gaular (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,75.6
1693,Gaular (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,33.3
1694,Jølster (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,74.3
1695,Jølster (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,55.6
1696,Jølster (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.0
1697,Jølster (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.4
1698,Jølster (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.3
1699,Jølster (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.3
1700,Jølster (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.1
1701,Førde (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,74.0
1702,Førde (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.8
1703,Førde (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.5
1704,Førde (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.9
1705,Førde (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.4
1706,Førde (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,78.2
1707,Førde (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.3
1708,Naustdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,72.5
1709,Naustdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,51.1
1710,Naustdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.6
1711,Naustdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.8
1712,Naustdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,89.2
1713,Naustdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,77.6
1714,Naustdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,26.8
1715,Bremanger (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.0
1716,Bremanger (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.7
1717,Bremanger (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,60.8
1718,Bremanger (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
1719,Bremanger (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,83.8
1720,Bremanger (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.8
1721,Bremanger (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.2
1722,Vågsøy (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.0
1723,Vågsøy (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,48.7
1724,Vågsøy (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.8
1725,Vågsøy (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.9
1726,Vågsøy (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.5
1727,Vågsøy (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.7
1728,Vågsøy (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.9
1729,Selje (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.9
1730,Selje (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.9
1731,Selje (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.1
1732,Selje (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.0
1733,Selje (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.5
1734,Selje (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.6
1735,Selje (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.9
1736,Eid (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.7
1737,Eid (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,47.8
1738,Eid (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.1
1739,Eid (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.7
1740,Eid (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.8
1741,Eid (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,77.3
1742,Eid (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,28.7
1743,Hornindal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,74.8
1744,Hornindal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.6
1745,Hornindal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,75.9
1746,Hornindal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,84.3
1747,Hornindal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.7
1748,Hornindal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,81.2
1749,Hornindal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,36.0
1750,Gloppen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.1
1751,Gloppen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.3
1752,Gloppen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.2
1753,Gloppen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,87.0
1754,Gloppen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,90.2
1755,Gloppen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,80.2
1756,Gloppen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,29.1
1757,Stryn (1977-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,73.8
1758,Stryn (1977-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,49.8
1759,Stryn (1977-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.1
1760,Stryn (1977-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,85.8
1761,Stryn (1977-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,88.9
1762,Stryn (1977-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,79.1
1763,Stryn (1977-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,31.9
1764,Molde (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,67.7
1765,Molde (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.1
1766,Molde (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,58.1
1767,Molde (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
1768,Molde (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.6
1769,Molde (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,72.7
1770,Molde (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.3
1771,Ålesund (1977-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.2
1772,Ålesund (1977-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.1
1773,Ålesund (1977-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.6
1774,Ålesund (1977-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.4
1775,Ålesund (1977-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.1
1776,Ålesund (1977-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.8
1777,Ålesund (1977-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.1
1778,Kristiansund,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.9
1779,Kristiansund,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,36.0
1780,Kristiansund,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,61.7
1781,Kristiansund,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.0
1782,Kristiansund,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.7
1783,Kristiansund,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.9
1784,Kristiansund,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,13.9
1785,Vanylven,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.2
1786,Vanylven,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,43.9
1787,Vanylven,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.0
1788,Vanylven,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,82.4
1789,Vanylven,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.5
1790,Vanylven,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,70.0
1791,Vanylven,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,27.6
1792,Sande (Møre og Romsdal),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.1
1793,Sande (Møre og Romsdal),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.0
1794,Sande (Møre og Romsdal),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,57.9
1795,Sande (Møre og Romsdal),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.8
1796,Sande (Møre og Romsdal),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.9
1797,Sande (Møre og Romsdal),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,69.0
1798,Sande (Møre og Romsdal),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.7
1799,Herøy (Møre og Romsdal),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.7
1800,Herøy (Møre og Romsdal),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,42.0
1801,Herøy (Møre og Romsdal),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.9
1802,Herøy (Møre og Romsdal),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
1803,Herøy (Møre og Romsdal),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.4
1804,Herøy (Møre og Romsdal),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.3
1805,Herøy (Møre og Romsdal),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.7
1806,Ulstein,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,68.8
1807,Ulstein,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,35.7
1808,Ulstein,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.6
1809,Ulstein,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.3
1810,Ulstein,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.9
1811,Ulstein,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.7
1812,Ulstein,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.3
1813,Hareid,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,65.5
1814,Hareid,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.8
1815,Hareid,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.2
1816,Hareid,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.0
1817,Hareid,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.6
1818,Hareid,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,68.0
1819,Hareid,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.2
1820,Volda (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.2
1821,Volda (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,29.2
1822,Volda (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,48.8
1823,Volda (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,77.0
1824,Volda (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,86.0
1825,Volda (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,71.9
1826,Volda (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.9
1827,Ørsta,Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.3
1828,Ørsta,Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,40.6
1829,Ørsta,Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.5
1830,Ørsta,Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,83.4
1831,Ørsta,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,85.1
